id_voto;idservico;titulo_servico;slug_servico;slug_categoria;siglaorgao;nome_orgao;data_voto;avaliacao_voto_servico
2842;1022;Emitir certificado do ensino médio;emitir-certificado-de-conclusao-do-ensino-medio111;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-27 17:51:49.407516+00:00;1
2841;302;Solicitar inclusão no Programa Mais Social;solicitacao-de-inclusao-no-programa-mais-social118;assistencia-social;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;2026-05-27 16:09:41.870916+00:00;1
2840;462;Solicitar inscrição para participação nos programas habitacionais;inscricaocadastro67;habitacao;AGEHAB;Agência de Habitação Popular de Mato Grosso do Sul;2026-05-27 15:14:31.431546+00:00;2
2839;1434;Receber apoio para emitir o contracheque (aposentado ou pensionista);receber-apoio-para-emitir-o-contracheque-aposentado-ou-pensionista12;trabalho-emprego-e-previdencia;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;2026-05-27 13:48:24.066913+00:00;1
2838;1020;IPVA - consulta de débito;ipva-consulta-de-debito54;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;2026-05-27 13:35:26.652196+00:00;3
2837;1434;Receber apoio para emitir o contracheque (aposentado ou pensionista);receber-apoio-para-emitir-o-contracheque-aposentado-ou-pensionista12;trabalho-emprego-e-previdencia;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;2026-05-26 19:08:44.683315+00:00;5
2836;302;Solicitar inclusão no Programa Mais Social;solicitacao-de-inclusao-no-programa-mais-social118;assistencia-social;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;2026-05-26 18:57:46.537275+00:00;3
2835;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-26 16:40:52.658792+00:00;2
2834;5;Acessar agência virtual;agencia-virtual22;energia;MSGÁS;Companhia de Gás do Estado de Mato Grosso do Sul;2026-05-25 20:20:19.105519+00:00;2
2833;1372;Processo Seletivo Permanente - Notas do ENEM - Vagas Remanescentes;processo-seletivo-permanente-notas-do-enem-vagas-remanescentes60;educacao-e-pesquisa;UEMS;Universidade Estadual de Mato Grosso do Sul;2026-05-25 12:57:46.705146+00:00;3
2832;795;Fazer o recenseamento previdenciário;censo-previdenciario128;trabalho-emprego-e-previdencia;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;2026-05-24 22:59:35.414725+00:00;1
2831;125;Solicitar carteira de identidade;expedicao-de-carteira-de-identidade127;direitos-e-cidadania;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;2026-05-24 21:56:44.986143+00:00;1
2830;1339;Fazer transferência digital de veículo;fazer-transferencia-digital-de-veiculo196;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;2026-05-24 21:46:28.862460+00:00;4
2829;446;Participar do programa mulher segura (PROMUSE);172-promuse-programa-mulher-segura14;seguranca;PMMS;Polícia Militar de Mato Grosso do Sul;2026-05-24 21:16:51.807752+00:00;4
2828;1152;Solicitar bloqueio de ligação de telemarketing;solicitar-bloqueio-de-ligacao-de-telemaketing22;direitos-e-cidadania;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;2026-05-24 05:48:41.629028+00:00;4
2827;1457;Emitir, no formato digital, a Carteira de Identificação da Pessoa com Transtorno do Espectro Autista;emitir-no-formato-digital-a-carteira-de-identificacao-da-pessoa-com-transtorno-do-espectro-autista63;assistencia-social;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;2026-05-24 03:39:39.954868+00:00;1
2826;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-23 20:21:56.011148+00:00;3
2825;1092;Solicitar agendamento do Cine Pet;cine-pet158;esporte-e-lazer;SETESC;Secretaria de Estado de Turismo, Esporte e Cultura;2026-05-23 10:27:55.555765+00:00;5
2824;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-23 02:42:45.966910+00:00;3
2823;786;Solicitar Carteira de Visitante do Sistema Prisional;patronato138;direitos-e-cidadania;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;2026-05-22 23:04:54.000244+00:00;5
2822;1518;Apresentar monitoramento de outorga de recursos hídricos;apresentar-monitoramento-de-outorga-de-recursos-hidricos182;meio-ambiente;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;2026-05-22 18:56:04.278121+00:00;3
2821;188;ICMS - isenção na aquisição de automóvel novo de passageiros para taxista;icms-isencao-na-aquisicao-de-automovel-novo-de-passageiros-para-taxista54;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;2026-05-22 17:14:16.991940+00:00;5
2820;302;Solicitar inclusão no Programa Mais Social;solicitacao-de-inclusao-no-programa-mais-social118;assistencia-social;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;2026-05-22 16:45:38.942365+00:00;5
2819;1153;Solicitar atendimento no Procon/MS;solicitar-atendimento-no-proconms97;direitos-e-cidadania;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;2026-05-22 16:44:20.120788+00:00;1
2818;407;Contribuições previstas na Lei Complementar nº 93/2001 (FADEFE e PRÓ-DESENVOLVE) - pedido de parcelamento de débito (PPD);contribuicoes-previstas-na-lei-complementar-no-932001-fadefe-e-pro-desenvolve-pedido-de-parcelamento-de-debito-ppd85;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;2026-05-22 14:09:42.690982+00:00;2
2817;1022;Emitir certificado do ensino médio;emitir-certificado-de-conclusao-do-ensino-medio111;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-22 13:15:45.787224+00:00;5
2816;1014;Realizar consulta de andamentos de processos;realizar-consulta-de-processos2;meio-ambiente;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;2026-05-22 12:55:40.358941+00:00;2
2815;236;IPVA ou LICENCIAMENTO - emitir boleto;pagamento-de-ipva-inscrito-em-divida-ativa134;administracao-publica;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;2026-05-22 08:12:12.358460+00:00;5
2814;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-22 00:35:57.083380+00:00;2
2813;257;Solicitar carteira de identificação por nome social - CNS;solicitar-carteira-de-identificacao-por-nome-social-cns171;direitos-e-cidadania;SEC;Secretaria de Estado da Cidadania;2026-05-21 20:29:52.004253+00:00;1
2812;742;Emitir documento anual do veículo (CRLV-e);emissao-de-crlv-e-licenciamento-digital13;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;2026-05-21 19:58:59.115826+00:00;1
2811;742;Emitir documento anual do veículo (CRLV-e);emissao-de-crlv-e-licenciamento-digital13;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;2026-05-21 15:05:51.262746+00:00;1
2810;1022;Emitir certificado do ensino médio;emitir-certificado-de-conclusao-do-ensino-medio111;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-21 13:23:55.479955+00:00;5
2809;636;Registrar boletins de ocorrência - B.O.;registro-de-boletins-de-ocorrencia-depac126;seguranca;PCMS;Polícia Civil de Mato Grosso do Sul;2026-05-21 11:51:51.167255+00:00;5
2808;1235;Declaração das remunerações de contribuições previdenciárias para fins de benefício junto ao INSS;declaracao-das-remuneracoes-de-contribuicoes-previdenciarias-para-fins-de-beneficio-junto-ao-inss176;direitos-e-cidadania;UEMS;Universidade Estadual de Mato Grosso do Sul;2026-05-20 23:03:38.382345+00:00;5
2807;125;Solicitar carteira de identidade;expedicao-de-carteira-de-identidade127;direitos-e-cidadania;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;2026-05-20 16:32:37.748833+00:00;4
2806;970;Solicitar peticionamento processual;solicitar-peticionamento-processual48;administracao-publica;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;2026-05-20 14:35:35.733184+00:00;5
2805;469;Solicitar a verificação de vida escolar e autenticidade de documentos escolares de estudantes do sistema de ensino de Mato Grosso do Sul;verificacao-de-vida-escolar-e-autenticidade-de-documentos-escolares-de-estudantes-do-sistema-de-ensino-de-mato-grosso-do-sul26;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-20 13:30:27.428483+00:00;4
2804;795;Fazer o recenseamento previdenciário;censo-previdenciario128;trabalho-emprego-e-previdencia;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;2026-05-20 13:16:25.633237+00:00;1
2803;1022;Emitir certificado do ensino médio;emitir-certificado-de-conclusao-do-ensino-medio111;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-20 10:18:34.266964+00:00;1
2802;643;Registrar boletim de ocorrências on-line;delegacia-virtual-devir105;seguranca;PCMS;Polícia Civil de Mato Grosso do Sul;2026-05-19 23:25:50.469205+00:00;3
2801;1020;IPVA - consulta de débito;ipva-consulta-de-debito54;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;2026-05-19 14:59:52.820742+00:00;1
2800;1169;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao97;comunicacao-e-transparencia;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;2026-05-19 14:51:21.458768+00:00;1
2799;257;Solicitar carteira de identificação por nome social - CNS;solicitar-carteira-de-identificacao-por-nome-social-cns171;direitos-e-cidadania;SEC;Secretaria de Estado da Cidadania;2026-05-19 13:23:49.063066+00:00;1
2798;799;Solicitar autorização ambiental para Corte Isolado de Árvores Nativas (CANI);corte-isolado-de-arvores-nativas-cani195;meio-ambiente;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;2026-05-19 12:52:12.555857+00:00;4
2797;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-18 23:36:59.382534+00:00;4
2796;643;Registrar boletim de ocorrências on-line;delegacia-virtual-devir105;seguranca;PCMS;Polícia Civil de Mato Grosso do Sul;2026-05-18 12:39:18.437265+00:00;4
2795;815;Emitir certidão simplificada digital;emitir-certidao-simplificada-digital84;empresa-industria-e-comercio;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;2026-05-18 12:18:11.215417+00:00;3
2794;125;Solicitar carteira de identidade;expedicao-de-carteira-de-identidade127;direitos-e-cidadania;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;2026-05-17 21:49:17.785742+00:00;5
2793;1022;Emitir certificado do ensino médio;emitir-certificado-de-conclusao-do-ensino-medio111;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-17 19:37:22.199050+00:00;4
2792;135;Emitir certidão de antecedentes criminais;expedicao-de-certidao-de-antecedentes-criminais35;seguranca;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;2026-05-17 16:00:52.659648+00:00;5
2791;302;Solicitar inclusão no Programa Mais Social;solicitacao-de-inclusao-no-programa-mais-social118;assistencia-social;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;2026-05-17 07:09:56.246879+00:00;3
2790;449;Solicitar atendimento via whatsapp;atendimento-via-whatsapp25;habitacao;AGEHAB;Agência de Habitação Popular de Mato Grosso do Sul;2026-05-16 20:16:44.422764+00:00;5
2789;125;Solicitar carteira de identidade;expedicao-de-carteira-de-identidade127;direitos-e-cidadania;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;2026-05-16 13:25:02.362975+00:00;1
2788;1339;Fazer transferência digital de veículo;fazer-transferencia-digital-de-veiculo196;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;2026-05-15 23:08:45.739842+00:00;5
2787;782;Registrar reclamação, solicitação, sugestão e elogio;teste-1193;comunicacao-e-transparencia;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;2026-05-15 23:07:06.888050+00:00;1
2786;462;Solicitar inscrição para participação nos programas habitacionais;inscricaocadastro67;habitacao;AGEHAB;Agência de Habitação Popular de Mato Grosso do Sul;2026-05-15 14:09:13.362856+00:00;4
2785;462;Solicitar inscrição para participação nos programas habitacionais;inscricaocadastro67;habitacao;AGEHAB;Agência de Habitação Popular de Mato Grosso do Sul;2026-05-15 13:34:58.370944+00:00;5
2784;817;Emitir ficha cadastral digital;emitir-ficha-cadastral-digital59;empresa-industria-e-comercio;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;2026-05-15 12:08:15.623283+00:00;5
2783;695;Consultar débitos;solicitar-consulta-de-debitos-de-agua-e-esgoto181;empresa-industria-e-comercio;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;2026-05-15 11:01:48.795543+00:00;1
2782;1316;Nota fiscal fatura de serviços de comunicação eletrônica (NFCom) - credenciamento voluntário;nota-fiscal-fatura-de-servicos-de-comunicacao-nfcom-credenciamento-voluntario185;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;2026-05-15 02:54:38.159827+00:00;2
2781;412;Certidão de registro e depósito convênio 190 - emissão;certidao-de-registro-e-deposito-convenio-190-emissao140;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;2026-05-14 19:06:47.718411+00:00;2
2780;1339;Fazer transferência digital de veículo;fazer-transferencia-digital-de-veiculo196;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;2026-05-14 18:12:56.426798+00:00;1
2779;469;Solicitar a verificação de vida escolar e autenticidade de documentos escolares de estudantes do sistema de ensino de Mato Grosso do Sul;verificacao-de-vida-escolar-e-autenticidade-de-documentos-escolares-de-estudantes-do-sistema-de-ensino-de-mato-grosso-do-sul26;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-14 16:11:59.773509+00:00;3
2778;236;IPVA ou LICENCIAMENTO - emitir boleto;pagamento-de-ipva-inscrito-em-divida-ativa134;administracao-publica;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;2026-05-14 15:17:45.356394+00:00;1
2777;801;Solicitar autorização ambiental para pesca profissional;emissao-de-autorizacoes-ambientais-para-a-pesca-profissional86;meio-ambiente;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;2026-05-14 15:12:35.939364+00:00;3
2776;1443;Solicitar certificação do Ensino Médio por meio do Enem, no período de 2009 a 2012;atendimento-para-esclarecimentos-sobre-certificacao-do-ensino-medio-pelo-enem-no-periodo-de-2009-a-2012114;comunicacao-e-transparencia;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-14 11:44:04.270743+00:00;4
2775;309;Termo de Verificação Fiscal (TVF) ou Termo de Apreensão (TA) - baixa ou alteração;termo-de-verificacao-fiscal-tvf-ou-termo-de-apreensao-ta-baixa-ou-alteracao99;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;2026-05-14 11:22:21.255179+00:00;1
2774;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-14 11:05:40.525812+00:00;5
2773;135;Emitir certidão de antecedentes criminais;expedicao-de-certidao-de-antecedentes-criminais35;seguranca;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;2026-05-14 01:51:48.627983+00:00;3
2772;1022;Emitir certificado do ensino médio;emitir-certificado-de-conclusao-do-ensino-medio111;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-14 01:02:39.658869+00:00;5
2771;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-14 00:35:20.870944+00:00;2
2770;462;Solicitar inscrição para participação nos programas habitacionais;inscricaocadastro67;habitacao;AGEHAB;Agência de Habitação Popular de Mato Grosso do Sul;2026-05-13 20:48:14.651682+00:00;2
2769;356;Cadastrar às vagas de emprego;intermediacao-de-empregos7;trabalho-emprego-e-previdencia;FUNTRAB;Fundação de Trabalho de Mato Grosso do Sul;2026-05-13 16:02:02.207646+00:00;3
2768;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-13 15:45:04.147203+00:00;5
2767;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-13 14:10:50.593914+00:00;5
2766;1020;IPVA - consulta de débito;ipva-consulta-de-debito54;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;2026-05-13 13:50:30.621784+00:00;1
2765;1239;Recuperação de senha Microsoft e do e-mail institucional;recuperacao-de-senha-microsoft-e-do-e-mail-institucional46;educacao-e-pesquisa;UEMS;Universidade Estadual de Mato Grosso do Sul;2026-05-13 11:06:15.015382+00:00;1
2764;648;Aderir ao cadastro de fornecedores;cadastro-de-fornecedores36;administracao-publica;SAD;Secretaria de Estado de Administração de Mato Grosso do Sul;2026-05-12 14:56:56.448720+00:00;3
2763;367;IPVA - redução para pessoa com deficiência (PcD);ipva-reducao-do-ipva-para-proprietario-ou-possuidor-paraplegico-ou-portador-de-deficiencia-fisica104;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;2026-05-12 13:24:46.661554+00:00;3
2762;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-12 02:44:21.085873+00:00;3
2761;1020;IPVA - consulta de débito;ipva-consulta-de-debito54;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;2026-05-12 01:56:03.105102+00:00;1
2760;1022;Emitir certificado do ensino médio;emitir-certificado-de-conclusao-do-ensino-medio111;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-11 22:57:09.900042+00:00;4
2759;356;Cadastrar às vagas de emprego;intermediacao-de-empregos7;trabalho-emprego-e-previdencia;FUNTRAB;Fundação de Trabalho de Mato Grosso do Sul;2026-05-11 20:00:21.816412+00:00;1
2758;1029;e-Fazenda - cadastro;portal-e-fazenda-cadastro135;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;2026-05-11 19:42:07.739305+00:00;2
2757;356;Cadastrar às vagas de emprego;intermediacao-de-empregos7;trabalho-emprego-e-previdencia;FUNTRAB;Fundação de Trabalho de Mato Grosso do Sul;2026-05-11 12:03:42.831920+00:00;2
2756;1218;Solicitar inclusão no Programa Cuidar de Quem Cuida;programa-cuidar-de-quem-cuida60;assistencia-social;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;2026-05-10 21:26:33.107836+00:00;4
2755;356;Cadastrar às vagas de emprego;intermediacao-de-empregos7;trabalho-emprego-e-previdencia;FUNTRAB;Fundação de Trabalho de Mato Grosso do Sul;2026-05-10 18:37:48.339000+00:00;1
2754;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-10 05:52:56.285416+00:00;3
2753;222;Solicitar credenciamento de agentes religiosos;credenciamento-de-agentes-religiosos39;direitos-e-cidadania;SEJUSP;Secretaria de Estado de Justiça e Segurança Pública de Mato Grosso do Sul;2026-05-10 04:42:17.706290+00:00;5
2752;231;Protocolar documentos na PGE;protocolo-geral93;administracao-publica;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;2026-05-09 15:42:26.706469+00:00;5
2751;742;Emitir documento anual do veículo (CRLV-e);emissao-de-crlv-e-licenciamento-digital13;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;2026-05-09 14:23:47.527968+00:00;1
2750;1239;Recuperação de senha Microsoft e do e-mail institucional;recuperacao-de-senha-microsoft-e-do-e-mail-institucional46;educacao-e-pesquisa;UEMS;Universidade Estadual de Mato Grosso do Sul;2026-05-09 04:50:37.029624+00:00;4
2749;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-09 03:18:59.948384+00:00;3
2748;1020;IPVA - consulta de débito;ipva-consulta-de-debito54;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;2026-05-08 21:33:19.655882+00:00;1
2747;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-08 16:18:31.798597+00:00;2
2746;742;Emitir documento anual do veículo (CRLV-e);emissao-de-crlv-e-licenciamento-digital13;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;2026-05-08 15:26:31.375267+00:00;1
2745;887;Requerer regularização de débitos / parcelamentos;requerer-regularizacao-de-debitos-parcelamentos90;administracao-publica;AEM;Agência Estadual de Metrologia de Mato Grosso do Sul;2026-05-08 13:37:36.454264+00:00;1
2744;1459;Emitir DAEMS – pagar emolumentos e taxas à PGE;emitir-daems-pagar-emolumentos-e-taxas-a-pge132;financas-e-impostos;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;2026-05-08 13:34:18.389157+00:00;1
2743;1127;Solicitar orientação Procon/MS;solicitar-orientacao-proconms36;direitos-e-cidadania;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;2026-05-08 13:02:04.650017+00:00;2
2742;236;IPVA ou LICENCIAMENTO - emitir boleto;pagamento-de-ipva-inscrito-em-divida-ativa134;administracao-publica;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;2026-05-07 20:10:15.685441+00:00;2
2741;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-07 18:44:59.652625+00:00;1
2740;236;IPVA ou LICENCIAMENTO - emitir boleto;pagamento-de-ipva-inscrito-em-divida-ativa134;administracao-publica;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;2026-05-07 16:03:57.301224+00:00;2
2739;1020;IPVA - consulta de débito;ipva-consulta-de-debito54;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;2026-05-07 15:00:53.438905+00:00;1
2738;302;Solicitar inclusão no Programa Mais Social;solicitacao-de-inclusao-no-programa-mais-social118;assistencia-social;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;2026-05-07 11:14:07.563434+00:00;5
2737;974;Solicitar peticionamento processual;solicitar-peticionamento-processual99;administracao-publica;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-07 01:42:17.428740+00:00;1
2736;125;Solicitar carteira de identidade;expedicao-de-carteira-de-identidade127;direitos-e-cidadania;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;2026-05-06 23:47:37.018739+00:00;1
2735;1022;Emitir certificado do ensino médio;emitir-certificado-de-conclusao-do-ensino-medio111;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-06 21:19:49.789731+00:00;3
2734;1465;Emitir boleto para pagar débito inscrito em dívida ativa e protestado;emitir-boleto-para-pagamento-de-divida-ativa-protestada135;administracao-publica;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;2026-05-06 20:29:53.729018+00:00;5
2733;462;Solicitar inscrição para participação nos programas habitacionais;inscricaocadastro67;habitacao;AGEHAB;Agência de Habitação Popular de Mato Grosso do Sul;2026-05-06 19:31:52.627289+00:00;5
2732;236;IPVA ou LICENCIAMENTO - emitir boleto;pagamento-de-ipva-inscrito-em-divida-ativa134;administracao-publica;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;2026-05-06 19:16:18.909475+00:00;1
2731;1153;Solicitar atendimento no Procon/MS;solicitar-atendimento-no-proconms97;direitos-e-cidadania;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;2026-05-06 18:51:35.177738+00:00;1
2730;803;Solicitar licença ambiental;licenciamento-ambiental36;meio-ambiente;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;2026-05-06 15:22:31.214362+00:00;2
2729;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-06 14:04:45.931782+00:00;4
2728;1099;Participar do Programa CNH MS Social;participar-do-programa-cnh-ms-social138;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;2026-05-06 13:27:04.440314+00:00;5
2727;356;Cadastrar às vagas de emprego;intermediacao-de-empregos7;trabalho-emprego-e-previdencia;FUNTRAB;Fundação de Trabalho de Mato Grosso do Sul;2026-05-06 12:50:59.269108+00:00;1
2726;1022;Emitir certificado do ensino médio;emitir-certificado-de-conclusao-do-ensino-medio111;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-06 03:45:07.229211+00:00;5
2725;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-05 19:29:37.002838+00:00;3
2724;800;Solicitar autorização ambiental para a pesca amadora e/ou desportiva;emissao-de-autorizacoes-ambientais-para-a-pesca-amadora116;meio-ambiente;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;2026-05-05 17:58:22.216765+00:00;5
2723;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-05 16:37:35.289000+00:00;3
2722;1217;Solicitar inscrição no programa Energia Social: Conta de Luz Zero;energia-social-conta-de-luz-zero78;comunicacao-e-transparencia;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;2026-05-05 16:12:19.672811+00:00;3
2721;1020;IPVA - consulta de débito;ipva-consulta-de-debito54;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;2026-05-05 14:28:01.289952+00:00;1
2720;1024;Consultar notas e frequência de estudantes;consultar-notas-e-frequencia-de-estudantes143;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-05 01:47:38.224935+00:00;3
2719;469;Solicitar a verificação de vida escolar e autenticidade de documentos escolares de estudantes do sistema de ensino de Mato Grosso do Sul;verificacao-de-vida-escolar-e-autenticidade-de-documentos-escolares-de-estudantes-do-sistema-de-ensino-de-mato-grosso-do-sul26;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;2026-05-05 01:03:45.722071+00:00;4
