titulo_servico;siglaorgao;nome_orgao;categoria;url
Credenciamento para recebimento de produtos agrícolas para depósito, remetidos por produtores rurais do estado de Goiás, com suspensão da cobrança do ICMS (Protocolo ICMS 10/98);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/credenciamento-para-recebimento-de-produtos-agricolas-para-deposito-com-suspensao-da-cobranca-do-icms-remetidos-por-produtores-rurais-do-estado-de-goias-prot-icms-1098162
Credenciamento para recebimento de produtos agrícolas para depósito, remetidos por produtores rurais do estado de Mato Grosso, com suspensão da cobrança do ICMS (Protocolo ICMS 10/05);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/credenciamento-para-recebimento-de-produtos-agricolas-para-deposito-com-suspensao-da-cobranca-do-icms-remetidos-por-produtores-rurais-do-estado-de-mato-grosso-prot-icms-100516
Credenciar laboratório de alimentos e/ou água de abastecimento;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/credenciamento-de-laboratorios-de-alimentos-eou-agua-de-abastecimento91
Credenciar médico veterinário para atendimento a aglomeração de animais;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/habilitar-medicos-veterinarios-para-atendimento-a-aglomeracao-de-animais18
Credenciar responsável técnico para emissão de GTS;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/credenciar-e-cadastrar-medicos-veterinarios-privados-ou-profissionais-de-ensino-superior-para-emissao-de-guia-de-transito-de-subprodutos-de-origem-animal-nao-comestiveis-gts190
Criar senha de carteira de Pesca;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;Ciência e Tecnologia;https://www.ms.gov.br/ciencia-e-tecnologia/criar-senha-de-carteira-de-pesca171
Criação de Conta Microsoft Office 365 na versão Student;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/criacao-de-conta-microsoft-office-365-na-versao-student170
Criação do login microsoft;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/criacao-do-login-microsoft112
Crédito Outorgado - Análise dos investimentos necessária para a fruição do benefício de crédito outorgado previsto em Termo de Acordo - Lei Complementar nº 93/2001;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/analise-dos-investimentos-necessarios-a-fruicao-de-creditos-outorgados-pactuados-em-termo-de-acordo-beneficio-da-lei-complementar-n-93200168
Cursar a Atualização de Instrutor de Trânsito;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/solicitacao-de-atualizacao-de-curso-para-instrutor-de-transito196
Cursar a Reciclagem para Condutor Infrator;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/solicitacao-de-curso-de-reciclagem-para-condutores-infratores28
Curso de Direção Defensiva;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/curso-de-direcao-defensiva133
Curso de Formação de condutores para 1º habilitação;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/curso-de-formacao-de-condutores-para-1o-habilitacao58
Declarar a prestação de serviços de aplicação de agrotóxicos;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/declarar-a-prestacao-de-servicos-de-aplicacao-de-agrotoxicos162
Declarar saldo de rebanho e atualizar cadastro;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/atualizar-cadastro-e-declarar-rebanho69
Declaração anual de produtor (DAP) - pedido de cópia;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/declaracao-anual-de-produtor-dap-pedido-de-copia168
Declaração das remunerações de contribuições previdenciárias para fins de benefício junto ao INSS;UEMS;Universidade Estadual de Mato Grosso do Sul;Direitos e Cidadania;https://www.ms.gov.br/direitos-e-cidadania/declaracao-das-remuneracoes-de-contribuicoes-previdenciarias-para-fins-de-beneficio-junto-ao-inss176
Declaração de Substituição Tributária, Diferencial de Alíquotas e Antecipação (DeSTDA) - entrega e retificação;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/declaracao-de-substituicao-tributaria-diferencial-de-aliquotas-e-antecipacao-destda-entrega-e-retificacao23
Declaração de compras para aquisições interestaduais de materiais de construção por consumidor final não contribuinte do ICMS ou por empresas do ramo da construção civil;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/declaracao-de-compras-para-aquisicoes-interestaduais-de-materiais-de-construcao-por-consumidor-final-nao-contribuinte-do-icms-ou-por-empresas-do-ramo-da-construcao-civil12
Declaração para fins de proporcionalização ou isenção do desconto do INSS acima do teto;UEMS;Universidade Estadual de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/declaracao-para-fins-de-proporcionalizacao-ou-isencao-do-desconto-do-inss-acima-do-teto109
Demonstrativos de PPD de ICMS e ITCD;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/demonstrativos-de-ppd-de-icms-e-itcd13
Denunciar locais ou produtos e subprodutos clandestinos de origem animal;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/atendimento-a-denuncias-sobre-locais-eou-produtos-e-subprodutos-clandestinos-de-origem-animal23
Denunciar violação de direitos humanos pelo Disque 100;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Direitos e Cidadania;https://www.ms.gov.br/direitos-e-cidadania/disque-direitos-humanos69
Denúncia Espontânea - solicitação;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/denuncia-espontanea-solicitacao185
Desabilitar ficha sanitária;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cancelar-ficha-sanitaria98
Descentralizar o licenciamento ambiental;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Meio Ambiente;https://www.ms.gov.br/meio-ambiente/descentalizar-o-licenciamento-ambiental170
Desenvolvimento de projetos ambientais;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/desenvolvimento-de-projetos-ambientais30
Desvincular CAR - Cadastro Ambiental Rural por transmissão de propriedade;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/desvincular-car-cadastro-ambiental-rural-por-transmissao-de-propriedade107
Divulgação nas redes sociais;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/divulgacao-nas-redes-sociais197
Documentação cadastral, cópia de processo ou outra;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/informacoes-fiscais-e-cadastrais-solicitacao118
Documentação fiscal solicitada por terceiro;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/documentacao-fiscal-solicitada-por-terceiro56
Documento de arrecadação do estado de Mato Grosso do Sul (DAEMS) - emissão;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-emissao5
Documento de arrecadação do estado de Mato Grosso do Sul (DAEMS) - retificação ou apostilamento;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-retificacao-ou-apostilamento82
Documentos fiscais - inutilização por vencimento ou não utilização;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/documentos-fiscais-inutilizacao-por-vencimento-ou-nao-utilizacao50
Débito fiscal - baixa de notificação CRD;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/debito-fiscal-baixa-de-notificacao-crd159
EMISSÃO DE BOLETOS VIA SITE OFICIAL;AGEHAB;Agência de Habitação Popular de Mato Grosso do Sul;Habitação;https://www.ms.gov.br/habitacao/emissao-de-boletos-via-site-oficial132
Elaborar plano de ação para positividade de salmonelas;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/elaborar-plano-de-acao-para-positividade-de-salmonelas128
Emitir 2ª via da fatura;MSGÁS;Companhia de Gás do Estado de Mato Grosso do Sul;Energia;https://www.ms.gov.br/energia/emitir-2a-via-da-fatura13
Emitir Certificado Fitossanitário de Origem (CFO) ou Certificado Fitossanitário de Origem Consolidado (CFOC);IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/emitir-certificado-fitossanitario-de-origem-cfo-ou-certificado-fitossanitario-de-origem-consolidado-cfoc193
Emitir DAEMS – pagar emolumentos e taxas à PGE;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/emitir-daems-pagar-emolumentos-e-taxas-a-pge132
Emitir Guia de Trânsito Animal (GTA);IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/emitir-guia-de-transito-animal-gta96
Emitir Guia de Trânsito de Subprodutos de origem animal não comestíveis eletrônica (e-GTS);IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/emitir-guia-de-transito-de-subprodutos-de-origem-animal-nao-comestiveis-eletronica-e-gts158
Emitir Permissão de Trânsito Vegetal (PTV);IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/emitir-permissao-de-transito-vegetal-ptv84
Emitir boleto para pagar débito inscrito em dívida ativa e protestado;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;Administração Pública;https://www.ms.gov.br/administracao-publica/emitir-boleto-para-pagamento-de-divida-ativa-protestada135
Emitir certidão de antecedentes criminais;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;Segurança;https://www.ms.gov.br/seguranca/expedicao-de-certidao-de-antecedentes-criminais35
Emitir certidão de inteiro teor digital;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/certidao-de-inteiro-teor-digital19
Emitir certidão de prontuário da carteira nacional de habilitação;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/emissao-de-certidoes33
Emitir certidão específica digital;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/emitir-certidao-especifica-digital11
Emitir certidão simplificada digital;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/emitir-certidao-simplificada-digital84
Emitir certidões de veículos;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/emissao-de-certidoes-solicitadas-pelos-condutores36
Emitir certificado do ensino médio;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/emitir-certificado-de-conclusao-do-ensino-medio111
Emitir documento anual do veículo (CRLV-e);DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/emissao-de-crlv-e-licenciamento-digital13
Emitir ficha cadastral digital;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/emitir-ficha-cadastral-digital59
Emitir guia de licenciamento anual;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/emitir-guia-de-licenciamento-anual100
Emitir guias para pagamento de multas;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/emissao-de-guias-para-pagamento-de-multas173
Emitir licença de fretamento contínuo de transporte intermunicipal de passageiros;AGEMS;Agência Estadual de Regulação de Serviços Públicos de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/licenca-de-fretamento-continuo-lfc87
Emitir licença de fretamento para transporte estudantil;AGEMS;Agência Estadual de Regulação de Serviços Públicos de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/emitir-licenca-de-viagem-fretamento60
Emitir licença de viagem eventual ou turística intermunicipal;AGEMS;Agência Estadual de Regulação de Serviços Públicos de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/emitir-licenca-de-viagem-eventualturistica-lve172
Emitir, no formato digital, a Carteira de Identificação Estudantil de Mato Grosso do Sul;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/emitir-no-formato-digital-a-carteira-de-identificacao-estudantil-de-mato-grosso-do-sul75
Emitir, no formato digital, a Carteira de Identificação da Pessoa com Transtorno do Espectro Autista;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Assistência Social;https://www.ms.gov.br/assistencia-social/emitir-no-formato-digital-a-carteira-de-identificacao-da-pessoa-com-transtorno-do-espectro-autista63
Enviar documentos do Componente Especializado da Assistência Farmacêutica por meio digital;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Saúde e Cuidado;https://www.ms.gov.br/saude-e-cuidado/envio-de-documentos-do-componente-especializado-da-assistencia-farmaceutica-por-meio-digital107
Escrituração fiscal digital (EFD) - baixa de notificação;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/escrituracao-fiscal-digital-efd-baixa-de-notificacao52
Escrituração fiscal digital (EFD) - credenciamento voluntário;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/escrituracao-fiscal-digital-efd-credenciamento-voluntario131
Escrituração fiscal digital (EFD) - dispensa de entrega;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/escrituracao-fiscal-digital-efd-dispensa-de-entrega75
Escrituração fiscal digital (EFD) - entrega;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/escrituracao-fiscal-digital-efd-entrega44
Escrituração fiscal digital (EFD) - retificação;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/escrituracao-fiscal-digital-efd-retificacao169
Exclusão ou inclusão de pessoa no quadro societário de empresa inscrita no CCE;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/exclusao-ou-inclusao-de-pessoa-no-quadro-societario-de-empresa-inscrita-no-cce47
FADEFE/MS (Fundo de apoio ao desenvolvimento econômico e de equilíbrio fiscal do estado) - baixa de notificação de débito;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/fadefems-fundo-de-apoio-ao-desenvolvimento-economico-e-de-equilibrio-fiscal-do-estado-baixa-de-notificacao-de-debito15
FUNDERSUL - autorização para depósito da contribuição à entidade que tenha por objetivo atividades tendentes à defesa animal ou vegetal;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/fundersul-autorizacao-para-deposito-da-contribuicao-a-entidade-que-tenha-por-objetivo-atividades-tendentes-a-defesa-animal-ou-vegetal98
Falar com a Glória;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/falar-com-a-gloria167
Falar com a ouvidoria;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Trabalho, Emprego e Previdência;https://www.ms.gov.br/trabalho-emprego-e-previdencia/ouvidoria-da-previdencia119
Fale Conosco;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/fale-conosco64
Fazer Pedido de Informação;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-informacao192
Fazer Pedido de acesso a informação;FERTEL - Educativa MS;Fundação Estadual Jornalista Luiz Chagas de Rádio e Televisão;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao130
Fazer Pedido de acesso à informação;FCMS;Fundação de Cultura de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao198
Fazer Pedido de acesso à informação;FADEB;Fundação da Apoio e Desenvolvimento à Educação Básica;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao176
Fazer curso especializado para condutores de veículos de transporte de produtos perigosos (MOPP);DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/curso-especializado-para-condutores-de-veiculos-de-transporte-de-produtos-perigosos-mopp72
Fazer o recenseamento previdenciário;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Trabalho, Emprego e Previdência;https://www.ms.gov.br/trabalho-emprego-e-previdencia/censo-previdenciario128
Fazer pedido de  acesso à informação;PCMS;Polícia Civil de Mato Grosso do Sul;Direitos e Cidadania;https://www.ms.gov.br/direitos-e-cidadania/pedido-de-acesso-a-informacao14
Fazer pedido de acesso a informação;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao143
Fazer pedido de acesso à Informação;FUNDESPORTE;Fundação de Desporto e Lazer de Mato Grosso do Sul;Direitos e Cidadania;https://www.ms.gov.br/direitos-e-cidadania/pedido-de-acesso-a-informacao152
Fazer pedido de acesso à informação;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao38
Fazer pedido de acesso à informação;FUNTRAB;Fundação de Trabalho de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao162
Fazer pedido de acesso à informação;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/fazer-pedido-de-acesso-a-informacao134
Fazer pedido de acesso à informação;FUNDTUR;Fundação de Turismo de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao72
Fazer pedido de acesso à informação;AEM;Agência Estadual de Metrologia de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao119
Fazer pedido de acesso à informação;CGE MS;Controladoria Geral do Estado de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-pedido-de-acesso-a-informacao105
Fazer pedido de acesso à informação;AGEHAB;Agência de Habitação Popular de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao37
Fazer pedido de acesso à informação;SEC;Secretaria de Estado da Cidadania;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao46
Fazer pedido de acesso à informação;CBMMS;Corpo de Bombeiros Militar;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao139
Fazer pedido de acesso à informação;AGEMS;Agência Estadual de Regulação de Serviços Públicos de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao24
Fazer pedido de acesso à informação;ESCOLAGOV;Fundação Escola de Governo;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao190
Fazer pedido de acesso à informação;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/fazer-um-pedido-de-informacao109
Fazer pedido de acesso à informação;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/teste68
Fazer pedido de acesso à informação;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao97
Fazer pedido de acesso à informação;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao102
Fazer pedido de acesso à informação;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao157
Fazer pedido de acesso à informação;FUNSAU;Fundação Serviços de Saúde de MS;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao36
Fazer pedido de acesso à informação;SETESC;Secretaria de Estado de Turismo, Esporte e Cultura;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao32
Fazer pedido de acesso à informação;SEILOG;Secretaria de Estado de Infraestrutura e Logística de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao80
Fazer pedido de acesso à informação;FUNDECT;Fundação de Apoio ao Desenvolvimento do Ensino, Ciência e Tecnologia de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao159
Fazer pedido de acesso à informação;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao17
Fazer pedido de acesso à informação;SAD;Secretaria de Estado de Administração de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao165
Fazer pedido de acesso à informação;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao59
Fazer pedido de acesso à informação;AGESUL;Agência Estadual de Gestão de Empreendimentos de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao200
Fazer pedido de acesso à informação;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao28
Fazer pedido de acesso à informação;AGRAER;Agência de Desenvolvimento Agrário e Extensão Rural de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao82
Fazer pedido de acesso à informação;PMMS;Polícia Militar de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao29
Fazer pedido de acesso à informação;SEJUSP;Secretaria de Estado de Justiça e Segurança Pública de Mato Grosso do Sul;Administração Pública;https://www.ms.gov.br/administracao-publica/pedido-de-acesso-a-informacao199
Fazer pedido de acesso à informação;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/fazer-pedido-de-acesso-a-informacao178
Fazer pedido de informação;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao98
Fazer publicação de obras em e-book;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/publicacao-de-obras-em-e-book152
Fazer transferência digital de veículo;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/fazer-transferencia-digital-de-veiculo196
Fornecimento de dados e documentos fiscais do próprio requerente;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/fornecimento-de-dados-fiscais-gia-sintegra-documentos-fiscais-eletronicos32
Fortalecer o regime de colaboração entre estado e município;FADEB;Fundação da Apoio e Desenvolvimento à Educação Básica;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/fortalecer-o-regime-de-colaboracao-entre-estado-e-municipio78
Fusão/Incorporação (art. 13-A e 13-B do Anexo V ao Regulamento do ICMS);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/fusaoincorporacao-art-13-a-e-13-b-do-anexo-v-ao-regulamento-do-icms-ricms106
