titulo_servico;siglaorgao;nome_orgao;categoria;url
Solicitar consultoria técnica de legislação da defesa civil;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;Segurança;https://www.ms.gov.br/seguranca/consultoria-tecnica-quanto-a-legislacao-da-defesa-civil58
Solicitar consumo final da ligação;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/solicitar-consumo-final69
Solicitar credenciamento de agentes religiosos;SEJUSP;Secretaria de Estado de Justiça e Segurança Pública de Mato Grosso do Sul;Direitos e Cidadania;https://www.ms.gov.br/direitos-e-cidadania/credenciamento-de-agentes-religiosos39
Solicitar credenciamento de instituições no SIATER;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/solicitar-credenciamento-de-instrucao-de-assistencia-tecnica-e-extesao-ruralater-no-sistema-de-informacao-de-assistencia-tecnicasiater111
Solicitar credenciamento de visitante ao socioeducando;SEJUSP;Secretaria de Estado de Justiça e Segurança Pública de Mato Grosso do Sul;Administração Pública;https://www.ms.gov.br/administracao-publica/credenciamento-de-visitante-ao-socio-educando77
Solicitar credenciamento e autorização de instituições públicas e privadas para oferta da educação básica;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/credenciamento-e-autorizacao-de-instituicoes-publicas-e-privadas-para-oferta-da-educacao-basica86
Solicitar credenciamento e autorização de instituições públicas e privadas para oferta de Cursos de ensino médio, educa profissional técnica de nível médio e educ. de Jovens e adultos, nas etapas do ensino fundamental e do ensino médio, na modalidade EaD;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/credenciamento-e-autorizacao-de-instituicoes-publicas-e-privadas-para-a-oferta-de-cursos-de-ensino-medio-educacao-profissional-tecnica-de-nivel-medio-e-educacao-de-jovens-e-adultos-nas-etapas-do-ensino-fundamental-e-do-ensino-medio-na-modalidade-ead61
Solicitar credenciamento e autorização de instituições públicas e privadas para oferta de educação escolar para estudantes com necessidades educacionais especiais;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/credenciamento-e-autorizacao-de-instituicoes-publicas-e-privadas-para-oferta-de-educacao-escolar-de-estudantes-com-necessidades-educacionais-especiais70
Solicitar credenciamento e recredenciamento, autorização, reconhecimento e renovação de reconhecimento de Curso da Educação Superior;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/credenciamento-e-recredenciamento-autorizacao-reconhecimento-e-renovacao-de-reconhecimento-de-curso-da-educacao-superior128
Solicitar credenciamento e/ou renovação de credenciamento de laboratório;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Meio Ambiente;https://www.ms.gov.br/meio-ambiente/solicitar-credenciamento-eou-renovacao-de-credenciamento-de-laboratorio120
Solicitar curso normal médio – habilitação para docência na educação infantil e anos iniciais do ensino fundamental;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/curso-normal-medio-habilitacao-para-docencia-na-educacao-infantil-e-anos-iniciais-do-ensino-fundamental160
Solicitar cursos de educação profissional na área da saúde;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Saúde e Cuidado;https://www.ms.gov.br/saude-e-cuidado/cursos-de-educacao-profissional-na-area-da-saude149
Solicitar cursos técnicos e qualificação profissional - integrado, concomitante e subsequente ao ensino médio;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/oferta-de-cursos-tecnicos-e-qualificacao-profissional-nas-formas-integrada-concomitante-e-subsequente-ao-ensino-medio172
Solicitar cópia de laudos periciais;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;Segurança;https://www.ms.gov.br/seguranca/emissao-de-copia-de-laudos-periciais145
Solicitar cópia de processo administrativo de débito inscrito em dívida ativa;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;Administração Pública;https://www.ms.gov.br/administracao-publica/inscricao-em-divida-ativa-processo-administrativo74
Solicitar cópia de processo ambiental;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Meio Ambiente;https://www.ms.gov.br/meio-ambiente/solicitar-pedido-de-vista-e-copia105
Solicitar cópias processuais;AGRAER;Agência de Desenvolvimento Agrário e Extensão Rural de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/solicitar-copias-processuais126
Solicitar de apoio e orientação às organizações da sociedade civil;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Direitos e Cidadania;https://www.ms.gov.br/direitos-e-cidadania/solicitacao-de-apoio-e-orientacao-as-organizacoes-da-sociedade-civil1
Solicitar declaração de inexistência de projeto de assentamento;AGRAER;Agência de Desenvolvimento Agrário e Extensão Rural de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/solicitar-declaracao-de-inexistencia-de-projeto-de-assentamento78
Solicitar declaração negativa relativo a multa ambiental;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Meio Ambiente;https://www.ms.gov.br/meio-ambiente/certidao-negativa166
Solicitar deslocamento de ligação ou de cavalete de água;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/solicitar-deslocamento-de-ligacao-de-cavalete-de-agua113
Solicitar desobstrução de esgoto;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/solicitar-desobstrucao-de-esgoto110
Solicitar desvinculação de multas de veículos adquiridos em leilões;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/solicitacao-de-desvinculacao-de-multas-de-veiculos-adquiridos-em-leiloes7
Solicitar doação de mudas;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/124-unidade-universitaria-de-ivinhema-doacao-de-mudas194
Solicitar documentos relativos a vida acadêmica;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Saúde e Cuidado;https://www.ms.gov.br/saude-e-cuidado/secretaria-academica169
Solicitar emissão da autorização para a utilização/uso e/ou ocupação das faixas de domínios;AGESUL;Agência Estadual de Gestão de Empreendimentos de Mato Grosso do Sul;Infraestrutura;https://www.ms.gov.br/infraestrutura/carta-de-anuencia134
Solicitar emissão de Carteira de Identidade Funcional;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;Segurança;https://www.ms.gov.br/seguranca/solicitar-emissao-de-carteira-de-identidade-funcional104
Solicitar emissão de certidão de atendimento de emergência;SEJUSP;Secretaria de Estado de Justiça e Segurança Pública de Mato Grosso do Sul;Administração Pública;https://www.ms.gov.br/administracao-publica/emissao-de-certidao-de-atendimento66
Solicitar emissão de certidão de nascimento e documentos básicos;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Direitos e Cidadania;https://www.ms.gov.br/direitos-e-cidadania/solicitar-emissao-de-certidao-de-nascimento-e-documentos-basicos152
Solicitar emissão de certidão negativa de débitos;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/solicitar-emissao-de-certidao-negativa-da-conta-de-agua-eou-esgoto151
Solicitar emissão de certificados de projetos de ensino;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/emissao-de-certificados-de-projetos-de-ensino45
Solicitar emissão de declaração anual de quitação de débitos;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/solicitar-emissao-de-declaracao-anual-de-quitacao-de-debitos-da-conta-de-agua-eou-esgoto196
Solicitar empréstimo de materiais;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/emprestimo-de-materiais7
Solicitar equivalência de estudos;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/concessao-da-equivalencia-de-estudos96
Solicitar esporte de aventura e natureza;FUNDESPORTE;Fundação de Desporto e Lazer de Mato Grosso do Sul;Esporte e Lazer;https://www.ms.gov.br/esporte-e-lazer/esporte-de-aventura-e-natureza72
Solicitar esportes urbanos;FUNDESPORTE;Fundação de Desporto e Lazer de Mato Grosso do Sul;Esporte e Lazer;https://www.ms.gov.br/esporte-e-lazer/esportes-urbanos154
Solicitar exame de  leptospirose;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/diagnosticar-leptospirose53
Solicitar exame de raiva;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/diagnosticar-raiva126
Solicitar exames de hemodinâmica;FUNSAU;Fundação Serviços de Saúde de MS;Saúde e Cuidado;https://www.ms.gov.br/saude-e-cuidado/servico-de-hemodinamica25
Solicitar exames para diagnóstico de doenças cardíacas;FUNSAU;Fundação Serviços de Saúde de MS;Saúde e Cuidado;https://www.ms.gov.br/saude-e-cuidado/servico-de-cardiodiagnostico53
Solicitar fiscalização Procon/MS;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Direitos e Cidadania;https://www.ms.gov.br/direitos-e-cidadania/solicitar-fiscalizacao-proconms179
Solicitar fornecimento de medicamentos da assistência farmacêutica estadual - componente básico;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Saúde e Cuidado;https://www.ms.gov.br/saude-e-cuidado/fornecimento-de-medicamentos-da-assistencia-farmaceutica-estadual-componente-basico147
Solicitar fornecimento de medicamentos da assistência farmacêutica estadual - componente estratégico;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Saúde e Cuidado;https://www.ms.gov.br/saude-e-cuidado/fornecimento-de-medicamentos-da-assistencia-farmaceutica-estadual-componente-estrategico46
Solicitar histórico de consumo;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/solicitar-historico-de-consumo-da-conta-de-agua-eou-esgoto177
Solicitar histórico de faturamento;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/solicitar-historico-de-faturamento-da-conta-de-agua-eou-esgoto46
Solicitar histórico de pagamento;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/solicitar-historico-de-pagamento-da-conta-de-agua-eou-esgoto117
Solicitar inclusão no Programa Cuidar de Quem Cuida;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Assistência Social;https://www.ms.gov.br/assistencia-social/programa-cuidar-de-quem-cuida60
Solicitar inclusão no Programa Mais Social;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Assistência Social;https://www.ms.gov.br/assistencia-social/solicitacao-de-inclusao-no-programa-mais-social118
Solicitar inclusão no programa Leitão Vida;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/programa-de-avancos-na-pecuaria-de-mato-grosso-do-sul-proape-sub-programa-leitao-vida58
Solicitar inclusão no programa MS INDUSTRIA;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/programa-ms-industria140
Solicitar inclusão no programa Peixe Vida;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/programa-de-avancos-na-pecuaria-de-mato-grosso-do-sul-proape-sub-programa-peixe-vida121
Solicitar inclusão no programa Precoce MS;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/programa-de-avancos-na-pecuaria-de-mato-grosso-do-sul-proape-sub-programa-precoce-ms89
Solicitar inclusão no programa de Ovinos e Caprinos;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/programa-de-avancos-na-pecuaria-de-mato-grosso-do-sul-proape-sub-programa-ovinos-e-caprinos39
Solicitar informações do programa CONECTA-MS;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;Ciência e Tecnologia;https://www.ms.gov.br/ciencia-e-tecnologia/programa-conecta-ms111
Solicitar informações do programa MS PDAgro;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/programa-de-desenvolvimento-da-producao-agropecuaria-ms-pdagro6
Solicitar informações sobre dados cadastrais;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/solicitar-informacoes-sobre-dados-cadastrais-da-conta-de-agua-eou-esgoto158
Solicitar informações sobre débitos inscritos em dívida ativa cobrados em processo judicial;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;Administração Pública;https://www.ms.gov.br/administracao-publica/divida-ativa-judicializada37
Solicitar informações sobre o FCO;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/fundo-constitucional-do-centro-oeste-fco63
Solicitar inscrição acadêmico especial;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/inscricao-academico-especial186
Solicitar inscrição em curso de língua estrangeira e especiais;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/0512-proec-solicitacao-de-isbn-para-materiais-produzidos-pela-instituicao195
Solicitar inscrição no Cadastro Ambiental Rural - CARMS;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastro-ambiental-rural-de-mato-grosso-do-sul-carms38
Solicitar inscrição no Programa Cidade Escola de Trânsito - Detranzinho;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/cidade-escola-de-transito-detranzinho113
Solicitar inscrição no programa Energia Social: Conta de Luz Zero;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/energia-social-conta-de-luz-zero78
Solicitar inscrição no vestibular;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/0334-proe-divisao-de-ingresso-discente-dindproe-vestibular141
Solicitar inscrição para a realização de proficiência;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/05131-proec-nel-nucleo-de-ensino-de-linguas-cursos99
Solicitar inscrição para participação nos programas habitacionais;AGEHAB;Agência de Habitação Popular de Mato Grosso do Sul;Habitação;https://www.ms.gov.br/habitacao/inscricaocadastro67
Solicitar inserção e acompanhamento da pessoa com deficiência no mercado de trabalho;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/insercao-e-acompanhamento-da-pessoa-com-deficiencia-no-mercado-de-trabalho34
Solicitar interpretação em eventos e reuniões institucionais da UEMS;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/interpretacao-em-eventos-e-reunioes-institucionais-da-uems186
Solicitar levantamento de deslocamento de ligação ou de cavalete;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/solicitar-via-e-mail-pedido-de-implantacao-de-ligacao-da-conta-de-agua-ou-esgoto66
Solicitar levantamento de ligação de água e/ou esgoto;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/solicitar-pedido-de-tarifa-social-da-conta-de-agua-e-esgoto48
Solicitar liberação ou bloqueio de acesso a conteúdo da Internet;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;Ciência e Tecnologia;https://www.ms.gov.br/ciencia-e-tecnologia/solicitar-liberacao-ou-bloqueio-de-acesso-a-conteudo-da-internet93
Solicitar liberação para exposição e comercialização de peças artesanais de MS;FCMS;Fundação de Cultura de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/exposicao-e-comercializacao-de-pecas-artesanais-de-ms143
Solicitar licença ambiental;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Meio Ambiente;https://www.ms.gov.br/meio-ambiente/licenciamento-ambiental36
Solicitar licença de aprendizagem de direção veicular - LADV;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/solicitaremitir-licenca-de-aprendizagem-de-direcao-veicular-ladv2
Solicitar licença sanitária ou sua renovação (alvará).;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Saúde e Cuidado;https://www.ms.gov.br/saude-e-cuidado/requisicao-de-alvara-sanitario62
Solicitar ligação de gás natural;MSGÁS;Companhia de Gás do Estado de Mato Grosso do Sul;Energia;https://www.ms.gov.br/energia/solicitar-ligacao-de-gas-natural70
Solicitar ligação de água e/ou esgoto;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/solicitar-pedido-de-ligacao-da-conta-de-agua-ou-esgoto151
Solicitar locação do auditório do Bioparque para realização de eventos;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;Arte e Cultura;https://www.ms.gov.br/arte-e-cultura/realizacao-de-eventos103
Solicitar manutenção e conservação dos espaços físicos da UEMS;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/manutencao-e-conservacao-dos-espacos-fisicos-da-uems155
Solicitar matrícula de estudantes da educação especial na Rede Estadual de Ensino;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/educacao-especial57
Solicitar matrícula inicial;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/matricula-inicial93
Solicitar matrícula inicial em curso de graduação;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/88-seacad-ead-matricula-inicial140
Solicitar matrícula na educação infantil;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/educacao-infantil46
Solicitar matrícula na etapa do ensino médio;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/oferta-do-ensino-medio199
Solicitar matrícula no ensino fundamental;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/oferta-do-ensino-fundamental194
Solicitar matrícula no ensino fundamental em tempo integral;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/enducacao-infantil75
Solicitar matrícula no ensino médio em tempo integral;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/ensino-medio-em-tempo-integral-escola-da-autoria109
Solicitar matrícula para Portador de diploma;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/075-dra-portador-de-diploma115
Solicitar medicamentos especializados;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Saúde e Cuidado;https://www.ms.gov.br/saude-e-cuidado/solicitar-medicamentos-especializados9
Solicitar mudança de categoria;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/solicitacao-de-mudanca-de-categoria-aluguel-para-particular-ou-vice-versa119
Solicitar mudança de placas para o novo padrão Mercosul;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/solicitacao-de-atualizacao-de-placas-para-o-novo-padrao-de-identificacao-veicular-piv84
Solicitar o Avanço do Jovem na Aprendizagem em Mato Grosso do Sul;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/avanco-do-jovem-na-aprendizagem-em-mato-grosso-do-sul111
Solicitar o atendimento equoterapêutico.;PMMS;Polícia Militar de Mato Grosso do Sul;Segurança;https://www.ms.gov.br/seguranca/173-centro-de-equoterapia-da-pmms159
Solicitar o benefício do MS Supera;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/programa-ms-supera157
Solicitar o credenciamento e a autorização de instituições públicas e privadas para a oferta do atendimento educacional especializado na educação básica na modalidade educação especial (AEE);SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/credenciamento-e-autorizacao-de-instituicoes-publicas-e-privadas-para-oferta-do-atendimento-educacional-especializado-na-educacao-basica-na-modalidade-educacao-especial-aee66
Solicitar o curso Normal Médio  Indígena território etnoeducacional Povos do Pantanal;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/oferta-do-normal-medio-indigena56
Solicitar o curso Normal Médio Intercultural Indígena;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/ofertar-o-curso-normal-medio-intercultural-indigena84
Solicitar o desenvolvimento de projetos ambientais;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/servicos-de-meio-ambiente196
Solicitar o encerramento de fornecimento de gás natural;MSGÁS;Companhia de Gás do Estado de Mato Grosso do Sul;Energia;https://www.ms.gov.br/energia/encerrar-fornecimento-de-gas-natural1
Solicitar o programa das escolas cívico-militares;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/oferta-do-programa-da-escola-civico-militar103
Solicitar o uso do laboratório de informática;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/113-unidade-universitaria-de-mundo-novo-laboratorio-de-informatica173
Solicitar opção de pagamento da apuração do ICMS - Substituição Tributária - Resolução SEFAZ nº 3.157/2021;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/solicitar-opcao-de-pagamento-da-apuracao-do-icms-substituicao-tributaria-resolucao-sefaz-no-3157202165
Solicitar orientação Procon/MS;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Direitos e Cidadania;https://www.ms.gov.br/direitos-e-cidadania/solicitar-orientacao-proconms36
Solicitar orientação como baixar a carteira de trabalho digital;FUNTRAB;Fundação de Trabalho de Mato Grosso do Sul;Trabalho, Emprego e Previdência;https://www.ms.gov.br/trabalho-emprego-e-previdencia/carteira-de-trabalho-digitalinformacoes98
Solicitar orientação do profissional farmacêutico;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Saúde e Cuidado;https://www.ms.gov.br/saude-e-cuidado/solicitar-orientacao-do-profissional-farmaceutico130
Solicitar orientação para retificação do nome no registro civil;SEC;Secretaria de Estado da Cidadania;Assistência Social;https://www.ms.gov.br/assistencia-social/orientacao-para-retificacao-do-nome-no-registro-civil39
Solicitar orientação técnica para a criação e fortalecimento de associações comunitárias;SEC;Secretaria de Estado da Cidadania;Direitos e Cidadania;https://www.ms.gov.br/direitos-e-cidadania/orientacao-tecnica-para-a-criacao-e-fortalecimento-de-associacoes-e-cooperativas-comunitarias154
Solicitar orientação técnica para o desenvolvimento do setor de turismo em Mato Grosso do Sul;FUNDTUR;Fundação de Turismo de Mato Grosso do Sul;Turismo;https://www.ms.gov.br/turismo/orientacao-tecnica-para-o-desenvolvimento-do-setor-de-turismo-em-mato-grosso-do-sul157
Solicitar orientações para cumprimento de alternativas penais;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;Direitos e Cidadania;https://www.ms.gov.br/direitos-e-cidadania/prestacao-de-servico-a-comunidade92
Solicitar padronização de cavalete soterrado;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/solicitar-padronizacao-de-cavalete-soterrado147
Solicitar palestra para produtores e educadores;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/ofertar-cursos-para-produtores-rurais-e-agricultura-familiar-palestras-e-capacitacao-a-professores-multiplicadores159
Solicitar palestras educativas de trânsito em empresa públicas e privadas;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/solicitacao-de-palestra-referente-a-seguranca-no-transito-por-empresas-publicas-e-privadas110
Solicitar parcelamento de contas de água e/ou esgoto;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/solicitar-parcelamento-de-contas-de-agua-e-esgoto138
Solicitar parecer de viabilidade técnica de condição sanitária;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Saúde e Cuidado;https://www.ms.gov.br/saude-e-cuidado/parecer-de-viabilidade-tecnica54
Solicitar parecer técnico;AGRAER;Agência de Desenvolvimento Agrário e Extensão Rural de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/solicitar-parecer-tecnico-gestao-publica112
