idservico;titulo_servico;slug_servico;slug_categoria;nome_popular;siglaorgao;nome_orgao;servico_ativo;digital;online;agendavel;acesso_externo;custo;tempo;tipo_tempo;data_criacao_servico;data_atualizacao_servico
63;Expedição de certificado de aluno especial da graduação e pós-graduação;0792-sreddra-expedicao-de-certificado-de-aluno-especial-da-graduacao-e-pos-graduacao83;educacao-e-pesquisa;;UEMS;Universidade Estadual de Mato Grosso do Sul;False;False;False;False;True;0;;Anos;2023-04-28 03:52:33.775121+00:00;2024-09-05 20:47:33.478508+00:00
58;Expedição de histórico acadêmico;076-dra-expedicao-de-historico-academico97;educacao-e-pesquisa;;UEMS;Universidade Estadual de Mato Grosso do Sul;False;False;False;False;True;Sem custo;;Meses;2023-04-28 03:38:29.793008+00:00;2024-09-05 20:47:32.803795+00:00
410;FADEFE/MS (Fundo de apoio ao desenvolvimento econômico e de equilíbrio fiscal do estado) - baixa de notificação de débito;fadefems-fundo-de-apoio-ao-desenvolvimento-economico-e-de-equilibrio-fiscal-do-estado-baixa-de-notificacao-de-debito15;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Dias corridos;2023-05-11 19:15:47.750934+00:00;2025-11-25 15:33:02.442699+00:00
1399;Falar com a Glória;falar-com-a-gloria167;comunicacao-e-transparencia;Atendente virtual do Detran-MS Glória;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;True;False;True;False;False;Sem Custo;0.0;Acesso Imediato;2025-07-01 18:50:12.826931+00:00;2026-02-27 18:35:23.251423+00:00
774;Falar com a ouvidoria;ouvidoria-da-previdencia119;trabalho-emprego-e-previdencia;Ouvidoria;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;True;False;False;False;False;Sem custo;;Dias corridos;2023-06-05 20:04:12.562159+00:00;2025-10-22 13:03:42.173243+00:00
183;Fale Conosco;fale-conosco64;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Dias úteis;2023-05-08 11:54:15.052637+00:00;2025-11-11 15:05:10.706945+00:00
756;Fazer curso especializado para condutores de veículos de transporte de produtos perigosos (MOPP);curso-especializado-para-condutores-de-veiculos-de-transporte-de-produtos-perigosos-mopp72;transito-e-transportes;;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;True;False;False;False;True;Quantidade de Uferms: 10;;Meses;2023-06-02 19:30:11.599200+00:00;2024-10-28 18:18:16.219834+00:00
438;Fazer denúncias presencialmente na corregedoria para apuração de condutas de policiais militares na prestação de serviço público;13-corregedoria-investigacoes-de-crimes-militares-transgressoes-da-disciplina-e-execucao-da-policia-judiciaria-militar48;seguranca;;PMMS;Polícia Militar de Mato Grosso do Sul;False;False;False;False;False;Sem custo;;Dias corridos;2023-05-12 13:36:37.785548+00:00;2024-09-05 20:47:20.480787+00:00
440;Fazer denúncias, reclamações, sugestões e elogios, virtualmente, na ouvidoria de serviços prestados por policiais militares;15-ouvidoria-da-policia-militar-controle-e-participacao-social67;seguranca;;PMMS;Polícia Militar de Mato Grosso do Sul;False;False;False;False;False;Sem custo;;Dias corridos;2023-05-12 13:47:56.240428+00:00;2024-09-05 20:47:20.660185+00:00
795;Fazer o recenseamento previdenciário;censo-previdenciario128;trabalho-emprego-e-previdencia;Censo previdenciário - Recadastramento - Prova de vida;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;True;False;False;True;False;Sem custo;;Dias corridos;2023-06-07 20:29:47.944943+00:00;2025-11-27 15:33:30.196758+00:00
1215;Fazer pedido de acesso a informação;pedido-de-acesso-a-informacao143;comunicacao-e-transparencia;Fazer um pedido de informação;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-19 16:46:39.272017+00:00;2025-12-18 19:37:59.884700+00:00
1305;Fazer Pedido de acesso a informação;pedido-de-acesso-a-informacao130;comunicacao-e-transparencia;Pedido de acesso a informação;FERTEL - Educativa MS;Fundação Estadual Jornalista Luiz Chagas de Rádio e Televisão;True;True;False;False;False;Sem custo;;Dias corridos;2024-09-25 14:56:43.890301+00:00;2025-12-16 17:52:29.692809+00:00
1178;Fazer pedido de  acesso à informação;pedido-de-acesso-a-informacao14;direitos-e-cidadania;PEDIDO DE ACESSO À INFORMAÇÃO;PCMS;Polícia Civil de Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Dias corridos;2024-08-13 15:52:59.308713+00:00;2025-12-18 18:31:29.919311+00:00
1071;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao38;comunicacao-e-transparencia;Fazer um pedido de informação;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-08 15:32:44.580089+00:00;2025-12-16 18:47:24.359844+00:00
1062;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao162;comunicacao-e-transparencia;Fazer um pedido de informação;FUNTRAB;Fundação de Trabalho de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-05 14:16:15.458648+00:00;2025-05-29 14:14:40.255931+00:00
1197;Fazer pedido de acesso à informação;fazer-pedido-de-acesso-a-informacao134;comunicacao-e-transparencia;Fazer pedido de acesso de informação;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-15 19:36:44.639785+00:00;2025-12-16 18:53:15.404406+00:00
1052;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao72;comunicacao-e-transparencia;Fazer um pedido de informação;FUNDTUR;Fundação de Turismo de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-04 14:18:22.808073+00:00;2025-08-28 02:15:57.897604+00:00
1086;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao119;comunicacao-e-transparencia;Fazer um pedido de informação;AEM;Agência Estadual de Metrologia de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-15 12:44:19.642163+00:00;2025-12-09 14:50:21.195817+00:00
593;Fazer pedido de acesso à informação;registrar-pedido-de-acesso-a-informacao105;comunicacao-e-transparencia;Fazer um pedido de informação;CGE MS;Controladoria Geral do Estado de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2023-05-19 13:28:57.588408+00:00;2025-12-09 15:35:12.709852+00:00
1103;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao37;comunicacao-e-transparencia;Fazer um pedido de informação;AGEHAB;Agência de Habitação Popular de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-02 18:44:01.608983+00:00;2025-12-09 13:02:21.891508+00:00
1043;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao134;seguranca;PEDIDO DE ACESSO À INFORMAÇÃO;PMMS;Polícia Militar de Mato Grosso do Sul;False;False;False;True;True;Não há custos;;Dias corridos;2024-07-02 14:44:55.747057+00:00;2024-09-05 20:47:21.740016+00:00
1189;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao46;comunicacao-e-transparencia;Fazer um pedido de informação;SEC;Secretaria de Estado da Cidadania;True;True;False;False;True;Sem Custo;;Dias corridos;2024-08-15 18:29:52.143688+00:00;2025-12-18 18:33:55.492071+00:00
1224;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao139;comunicacao-e-transparencia;Fazer um pedido de informação;CBMMS;Corpo de Bombeiros Militar;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-27 15:37:48.340680+00:00;2025-12-09 18:05:38.024557+00:00
1070;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao24;comunicacao-e-transparencia;Fazer um pedido de informação;AGEMS;Agência Estadual de Regulação de Serviços Públicos de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-08 15:19:21.247668+00:00;2025-12-09 14:57:35.225665+00:00
1194;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao190;comunicacao-e-transparencia;Pedido de acesso à informação;ESCOLAGOV;Fundação Escola de Governo;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-15 19:12:22.005867+00:00;2025-10-18 00:34:22.627729+00:00
1170;Fazer pedido de acesso à informação;fazer-um-pedido-de-informacao109;comunicacao-e-transparencia;Pedido de acesso à informação;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-11 00:46:47.195752+00:00;2025-12-18 19:00:01.682699+00:00
785;Fazer pedido de acesso à informação;teste68;comunicacao-e-transparencia;Fazer um pedido de informação;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;True;True;False;False;True;Sem custo;;Dias corridos;2023-06-06 17:36:32.274585+00:00;2026-03-24 14:51:28.881009+00:00
1042;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao115;seguranca;PEDIDO DE ACESSO À INFORMAÇÃO;PMMS;Polícia Militar de Mato Grosso do Sul;False;True;False;False;True;Sem custo;;Dias corridos;2024-07-02 14:38:39.406771+00:00;2026-02-24 15:04:26.125002+00:00
1169;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao97;comunicacao-e-transparencia;Fazer um pedido de informação;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-09 21:33:56.073632+00:00;2025-12-18 18:55:04.181647+00:00
1106;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao102;comunicacao-e-transparencia;Fazer um pedido de informação;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-05 15:13:36.564591+00:00;2025-12-09 13:50:50.909268+00:00
1309;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao157;comunicacao-e-transparencia;Fazer um pedido de informação;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;True;True;False;False;True;Sem Custo;;Dias corridos;2024-10-03 12:37:13.310772+00:00;2026-03-10 14:34:25.649594+00:00
1148;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao36;comunicacao-e-transparencia;Fazer um pedido de informação;FUNSAU;Fundação Serviços de Saúde de MS;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-08 19:25:35.549153+00:00;2026-03-24 15:20:18.230981+00:00
1044;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao32;comunicacao-e-transparencia;;SETESC;Secretaria de Estado de Turismo, Esporte e Cultura;True;True;False;False;False;Sem custo;;Dias corridos;2024-07-02 18:24:46.872983+00:00;2025-12-18 19:49:43.977463+00:00
1361;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao80;comunicacao-e-transparencia;Pedido de acesso à informação;SEILOG;Secretaria de Estado de Infraestrutura e Logística de Mato Grosso do Sul;True;True;False;False;False;Sem Custo;;Dias corridos;2025-05-07 19:31:36.646396+00:00;2025-12-18 19:23:07.856358+00:00
1186;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao159;comunicacao-e-transparencia;Fazer um pedido de informação;FUNDECT;Fundação de Apoio ao Desenvolvimento do Ensino, Ciência e Tecnologia de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-15 14:17:43.565987+00:00;2025-12-11 20:22:47.891753+00:00
1066;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao17;comunicacao-e-transparencia;Fazer um pedido de informação;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-05 19:04:08.112955+00:00;2025-12-18 19:06:16.603287+00:00
1078;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao165;comunicacao-e-transparencia;Fazer um pedido de informação;SAD;Secretaria de Estado de Administração de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-09 12:34:00.438584+00:00;2025-12-18 18:46:02.737172+00:00
1088;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao59;comunicacao-e-transparencia;Pedido de informação;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-16 12:29:30.364272+00:00;2025-12-11 19:56:39.097148+00:00
1057;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao200;comunicacao-e-transparencia;Fazer um pedido de informação;AGESUL;Agência Estadual de Gestão de Empreendimentos de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-04 18:38:04.338964+00:00;2025-12-09 14:44:39.479399+00:00
1146;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao28;comunicacao-e-transparencia;Fazer um pedido de informação;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-08 19:15:44.199283+00:00;2025-12-09 13:14:21.549383+00:00
1058;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao82;comunicacao-e-transparencia;Fazer um pedido de informação;AGRAER;Agência de Desenvolvimento Agrário e Extensão Rural de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-05 11:55:45.432724+00:00;2025-12-09 12:49:28.136231+00:00
1084;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao29;comunicacao-e-transparencia;Fazer um pedido de informação;PMMS;Polícia Militar de Mato Grosso do Sul;True;True;False;False;True;Sem Custo;;Dias corridos;2024-07-12 15:39:52.641249+00:00;2026-05-07 13:00:41.830258+00:00
284;Fazer pedido de acesso à informação;pedido-de-acesso-a-informacao199;administracao-publica;Pedido de acesso à informação;SEJUSP;Secretaria de Estado de Justiça e Segurança Pública de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2023-05-10 12:24:19.840412+00:00;2025-12-18 19:36:05.709440+00:00
1096;Fazer pedido de acesso à informação;fazer-pedido-de-acesso-a-informacao178;comunicacao-e-transparencia;Fazer um pedido de informação;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-31 15:15:14.001242+00:00;2025-12-18 19:15:58.937586+00:00
1198;Fazer pedido de acesso à Informação;pedido-de-acesso-a-informacao152;direitos-e-cidadania;;FUNDESPORTE;Fundação de Desporto e Lazer de Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Dias corridos;2024-08-15 20:02:26.205069+00:00;2026-02-13 18:03:37.290397+00:00
1403;Fazer Pedido de acesso à informação;pedido-de-acesso-a-informacao198;comunicacao-e-transparencia;PEDIDO DE ACESSO À INFORMAÇÃO;FCMS;Fundação de Cultura de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Dias corridos;2025-07-04 14:48:17.934183+00:00;2025-12-11 20:29:18.004641+00:00
1210;Fazer Pedido de acesso à informação;pedido-de-acesso-a-informacao176;comunicacao-e-transparencia;Fazer um pedido de informação;FADEB;Fundação da Apoio e Desenvolvimento à Educação Básica;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-19 12:55:39.722280+00:00;2025-12-11 20:04:34.716013+00:00
1053;Fazer pedido de informação;pedido-de-acesso-a-informacao98;comunicacao-e-transparencia;Pedido de acesso à informação;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-04 14:21:39.419864+00:00;2026-02-05 19:17:01.026010+00:00
1047;Fazer Pedido de Informação;pedido-de-informacao192;comunicacao-e-transparencia;Pedido de Informação;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-03 19:38:22.804793+00:00;2025-12-09 17:40:33.886737+00:00
1252;Fazer publicação de obras em e-book;publicacao-de-obras-em-e-book152;educacao-e-pesquisa;Fazer publicação de obras em e-book;UEMS;Universidade Estadual de Mato Grosso do Sul;True;False;False;False;True;26,15;;Anos;2024-09-02 12:53:54.921744+00:00;2025-09-02 18:38:45.394206+00:00
1339;Fazer transferência digital de veículo;fazer-transferencia-digital-de-veiculo196;transito-e-transportes;Transferência Digital;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;True;True;False;False;True;Taxa de 11,25 UFERMS;;Dias úteis;2025-02-25 19:22:58.190650+00:00;2026-05-12 12:57:29.965044+00:00
633;Fiscalizar, Investigar, Apurar e Correicionar as condutas dos Policiais Civis no Exercício das Atividades de Polícia Judiciária;fiscalizar-e-correicionar-as-atividades-de-policia-judiciaria91;seguranca;Corregedoria;PCMS;Polícia Civil de Mato Grosso do Sul;False;False;False;False;True;nenhum;;Dias úteis;2023-05-25 14:56:36.184920+00:00;2024-09-05 20:47:18.172029+00:00
32;Formalizar convênios para estágios curriculares;035-proe-divisao-de-estagios-programas-e-projetos-de-ensino-deppeproe-formalizacao-de-convenios-para-estagios-curriculares13;educacao-e-pesquisa;;UEMS;Universidade Estadual de Mato Grosso do Sul;False;False;False;False;True;Sem custo;;Meses;2023-04-27 20:42:57.127991+00:00;2024-09-05 20:47:25.170867+00:00
472;Fornecimento de dados e documentos fiscais do próprio requerente;fornecimento-de-dados-fiscais-gia-sintegra-documentos-fiscais-eletronicos32;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Dias corridos;2023-05-12 18:13:13.428594+00:00;2025-11-04 13:56:47.417640+00:00
347;Fortalecer o regime de colaboração entre estado e município;fortalecer-o-regime-de-colaboracao-entre-estado-e-municipio78;educacao-e-pesquisa;;FADEB;Fundação da Apoio e Desenvolvimento à Educação Básica;True;False;False;False;False;Sem custo;;Meses;2023-05-11 12:50:44.332184+00:00;2025-10-20 19:53:29.063400+00:00
468;FUNDERSUL - autorização para depósito da contribuição à entidade que tenha por objetivo atividades tendentes à defesa animal ou vegetal;fundersul-autorizacao-para-deposito-da-contribuicao-a-entidade-que-tenha-por-objetivo-atividades-tendentes-a-defesa-animal-ou-vegetal98;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Uma Uferms;;Dias corridos;2023-05-12 17:52:18.232887+00:00;2025-10-28 15:44:28.598281+00:00
567;Fusão/Incorporação (art. 13-A e 13-B do Anexo V ao Regulamento do ICMS);fusaoincorporacao-art-13-a-e-13-b-do-anexo-v-ao-regulamento-do-icms-ricms106;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Depende.;;Meses;2023-05-17 17:54:09.308123+00:00;2025-12-16 19:55:12.171475+00:00
52;Gestão de acesso e identidades;061-dinf-gestao-de-acesso-e-identidades193;educacao-e-pesquisa;;UEMS;Universidade Estadual de Mato Grosso do Sul;False;False;False;False;False;Sem custo;;Meses;2023-04-28 03:25:44.459052+00:00;2024-09-05 20:47:33.801313+00:00
418;Guia de controle de pescado da PMA (GCP);031-guia-de-controle-de-pescado-da-pma-gcp189;seguranca;Guia de controle de pescado da PMA (GCP);PMMS;Polícia Militar de Mato Grosso do Sul;False;False;False;False;False;A GCP não possui custo para o pescador, porém é cobrado o selo turismo em UFERMS.;;Minutos;2023-05-11 19:52:51.462743+00:00;2024-09-05 20:47:17.058530+00:00
408;Guia de informação e apuração do ICMS benefícios fiscais (GIA-BF) - baixa de notificação;guia-de-informacao-e-apuracao-do-icms-beneficios-fiscais-gia-bf-baixa-de-notificacao134;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Dias corridos;2023-05-11 19:11:08.935274+00:00;2025-11-25 15:33:27.688311+00:00
293;Guia de trânsito – baixa intempestiva;guia-de-transito-baixa-intempestiva33;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;False;False;False;False;True;Uma Uferms;;Dias corridos;2023-05-10 13:40:59.395440+00:00;2025-05-12 14:55:39.299759+00:00
453;Guia de trânsito suspensa - prorrogação do prazo de suspensão;guia-de-transito-suspensa-prorrogacao-do-prazo-de-suspensao22;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Uma Uferms;;Dias corridos;2023-05-12 15:22:53.374312+00:00;2025-10-28 15:43:18.117003+00:00
387;Guia nacional de informação e apuração do ICMS substituição tributária (GIA-ST) - baixa de notificação;guia-nacional-de-informacao-e-apuracao-do-icms-substituicao-tributaria-gia-st-baixa-de-notificacao182;empresa-industria-e-comercio;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Uma Uferms;;Dias corridos;2023-05-11 17:47:58.771489+00:00;2025-11-17 20:26:51.622496+00:00
534;Guia para liberação de mercadoria estrangeira sem comprovação do recolhimento do ICMS (GLME) - análise e concessão de visto;guia-para-liberacao-de-mercadoria-estrangeira-sem-comprovacao-do-recolhimento-do-icms-glme-analise-e-concessao-de-visto96;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Dias corridos;2023-05-15 18:50:46.302197+00:00;2025-11-05 14:26:35.647432+00:00
624;Habilitar ficha sanitária;habilitacao-de-ficha-sanitaria26;agropecuaria-e-vida-rural;Abrir ficha na Iagro;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Dias úteis;2023-05-24 13:16:26.308074+00:00;2026-04-29 18:26:20.974550+00:00
1204;Habilitar ou renovar responsável técnico para emissão de Certificado Fitossanitário de Origem (CFO) e Certificado Fitossanitário de Origem Consolidado (CFOC);habilitacaorenovacao-de-habilitacao-de-responsavel-tecnico-para-emissao-de-certificado-fitossanitario-de-origem-cfo-e-certificado-fitossanitario-de-origem-consolidado-cfoc62;agropecuaria-e-vida-rural;Habilitação/Renovação de Habilitação de Responsável Técnico para emissão de CFO e CFOC.;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;True;False;False;False;False;UFERMS 10;;Dias corridos;2024-08-16 19:27:45.479189+00:00;2025-11-11 15:29:01.212951+00:00
386;Homologação de crédito por venda de medicamentos entre laboratório e seu distribuidor exclusivo, nos termos do Decreto 12.415/07 ao estado do Mato Grosso do Sul;homologacao-de-credito-por-venda-de-medicamentos-entre-laboratorio-e-seu-distribuidor-exclusivo-nos-termos-do-decreto-1241507-ao-estado-do-mato-grosso-do-sul15;empresa-industria-e-comercio;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;False;False;False;False;True;Uma Uferms;;Dias corridos;2023-05-11 17:41:50.045568+00:00;2025-07-24 19:48:41.452927+00:00
1470;ICMS - autorização para transferência de saldo credor acumulado para estabelecimento;icms-autorizacao-para-transferencia-de-saldo-credor-acumulado-para-estabelecimento147;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Uma Uferms.;;Dias corridos;2025-12-08 18:57:31.908436+00:00;2025-12-16 17:47:03.230321+00:00
112;ICMS - cálculo para recolhimento espontâneo (Normal, Transporte, Equalização e Substituição Tributária);icms-calculo-para-recolhimento-espontaneo-normal-transporte-equalizacao-e-substituicao-tributaria83;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Dias corridos;2023-05-04 17:56:46.916184+00:00;2025-10-29 20:08:47.824895+00:00
528;ICMS - compensação centralizada de saldos devedores e credores;icms-compensacao-centralizada-de-saldos-devedores-e-credores137;empresa-industria-e-comercio;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Cinco Uferms;;Dias corridos;2023-05-15 18:08:54.562761+00:00;2025-11-25 12:47:49.708938+00:00
1338;ICMS - comunicação da apropriação de crédito nos termos do art. 17, § 3º, II, “a”, da Resolução/SEFAZ nº 3.426/2025 (limite de 300 Uferms);icms-comunicacao-da-apropriacao-de-credito-nos-termos-do-art-17-3o-ii-a-da-resolucaosefaz-no-30262025-limite-de-300-uferms90;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Dias corridos;2025-02-25 18:07:15.852420+00:00;2025-10-28 15:57:50.081644+00:00
1317;ICMS - comunicação de registro extemporâneo de crédito fiscal;icms-comunicacao-de-registro-extemporaneo-de-credito-fiscal23;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Dias corridos;2024-12-05 12:04:56.452453+00:00;2025-11-25 12:47:24.704112+00:00
539;ICMS – comunicação de utilização de crédito nos termos do inciso VI do § 2º do artigo 12 do Anexo III ao RICMS (limite de 150 Uferms);icms-comunicacao-de-utilizacao-de-credito-nos-termos-do-inciso-vi-do-2o-do-artigo-12-do-anexo-iii-ao-ricms-limite-de-150-uferms130;empresa-industria-e-comercio;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;False;False;False;False;True;Sem custo;;Anos;2023-05-16 12:54:59.954177+00:00;2025-02-28 19:41:32.109790+00:00
190;ICMS Diferencial de Alíquotas - dispensa da cobrança na aquisição de maquinário por industrial ou produtor rural;icms-diferencial-de-aliquotas-dispensa-da-cobranca-na-aquisicao-de-maquinario-por-industrial-ou-produtor-rural84;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Uma Uferms;;Dias corridos;2023-05-08 13:54:40.547532+00:00;2025-10-28 15:39:32.166073+00:00
295;ICMS Equalização Simples Nacional - 1ª revisão de cobrança - módulo Informações Fiscais;icms-equalizacao-simples-nacional-revisao-da-cobranca-on-line147;empresa-industria-e-comercio;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Sem custo.;;Dias úteis;2023-05-10 14:10:56.744118+00:00;2026-04-17 19:47:00.574980+00:00
296;ICMS Equalização Simples Nacional - 2ª revisão da cobrança - sistema e-SAP;icms-equalizacao-simples-nacional-revisao-da-cobranca14;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Sem custo.;;Dias corridos;2023-05-10 14:31:09.270285+00:00;2026-04-17 19:47:28.356542+00:00
297;ICMS Equalização Simples Nacional - revisão na hipótese de o contribuinte não ser o destinatário da mercadoria;icms-equalizacao-simples-nacional-revisao-na-hipotese-de-o-contribuinte-nao-ser-destinatario-da-mercadoria54;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Sem custo.;;Dias corridos;2023-05-10 14:47:49.581393+00:00;2026-04-17 19:48:12.370721+00:00
533;ICMS Estimativa - revisão de valores ou reconsideração do enquadramento;icms-estimativa-revisao-de-valores-ou-reconsideracao-do-enquadramento8;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Uma Uferms;;Dias corridos;2023-05-15 18:36:59.975978+00:00;2025-11-19 12:59:19.371414+00:00
532;ICMS garantido - autorização para compensação ou transferência de saldo credor obtido em razão de base de cálculo menor que a utilizada para o cálculo antecipado do imposto;icms-garantido-autorizacao-para-compensacao-ou-transferencia-de-saldo-credor-obtido-em-razao-de-base-de-calculo-menor-que-a-utilizada-para-o-calculo-antecipado-do-imposto34;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;False;False;False;False;True;Uma Uferms;;Dias corridos;2023-05-15 18:28:40.370920+00:00;2025-05-12 14:38:55.565788+00:00
