idservico;titulo_servico;slug_servico;slug_categoria;nome_popular;siglaorgao;nome_orgao;servico_ativo;digital;online;agendavel;acesso_externo;custo;tempo;tipo_tempo;data_criacao_servico;data_atualizacao_servico
1401;Registrar reclamação, solicitação, sugestão e elogio;registar-reclamacao-solicitacao-sugestao-e-elogio129;comunicacao-e-transparencia;REGISTRAR RECLAMAÇÃO, SOLICITAÇÃO, SUGESTÃO E ELOGIO;FCMS;Fundação de Cultura de Mato Grosso do Sul;True;False;True;False;False;Sem custo;;Dias corridos;2025-07-04 14:41:17.644178+00:00;2025-12-04 19:28:10.834052+00:00
1307;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio190;comunicacao-e-transparencia;Registrar reclamação, solicitação, sugestão e elogio;FERTEL - Educativa MS;Fundação Estadual Jornalista Luiz Chagas de Rádio e Televisão;True;True;True;True;False;Sem custo;;Dias corridos;2024-09-25 15:14:46.869902+00:00;2025-12-04 20:10:19.547368+00:00
1075;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio74;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;AGEMS;Agência Estadual de Regulação de Serviços Públicos de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-08 17:24:55.403177+00:00;2025-12-04 19:14:42.967954+00:00
1216;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio35;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;True;True;True;False;True;Sem custo;;Dias corridos;2024-08-19 16:51:39.212056+00:00;2025-12-04 20:04:51.936669+00:00
1356;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio24;meio-ambiente;Registros;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;False;False;False;True;True;Sem custo;0.0;Dias úteis;2025-04-25 19:05:32.569850+00:00;2025-04-28 15:15:32.061314+00:00
1310;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio96;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;True;True;False;True;True;Sem custo;;Dias corridos;2024-10-03 12:42:40.792706+00:00;2025-12-04 19:39:40.477068+00:00
1060;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio31;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;AGRAER;Agência de Desenvolvimento Agrário e Extensão Rural de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-05 12:13:31.003308+00:00;2025-12-04 20:02:54.950652+00:00
1050;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio18;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;FUNDTUR;Fundação de Turismo de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-04 14:13:22.475007+00:00;2025-12-04 19:11:15.123647+00:00
883;Registrar reclamação, solicitação, sugestão e elogio;solicitar-informacao-ou-encaminhar-manifestacao-a-sejusp76;administracao-publica;Ouvidoria;SEJUSP;Secretaria de Estado de Justiça e Segurança Pública de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2023-08-11 19:05:12.165330+00:00;2025-12-04 19:25:47.849060+00:00
1192;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio72;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-15 19:09:04.560848+00:00;2025-12-04 19:17:16.750167+00:00
589;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao196;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;CGE MS;Controladoria Geral do Estado de Mato Grosso do Sul;True;True;True;False;True;Sem custo;;Dias corridos;2023-05-19 12:51:09.759928+00:00;2025-12-04 19:15:50.141894+00:00
1188;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio143;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;SEC;Secretaria de Estado da Cidadania;True;True;False;False;True;Sem Custo;;Dias corridos;2024-08-15 18:24:59.051213+00:00;2025-12-04 19:21:56.531058+00:00
1398;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio108;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;FUNDESPORTE;Fundação de Desporto e Lazer de Mato Grosso do Sul;True;True;False;True;True;Sem custo;;Dias corridos;2025-06-06 20:50:48.056037+00:00;2025-12-04 20:24:49.691980+00:00
959;Registrar reclamação, solicitação, sugestão e elogio;solicitar-peticionamento-processual-sistema-e-ms46;administracao-publica;Registrar as manifestações de ouvidoria;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;False;True;False;False;False;Sem custo;;Minutos;2024-01-09 14:30:19.586486+00:00;2025-12-04 20:07:36.708743+00:00
1105;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio151;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;True;True;False;False;True;sem custo;;Dias corridos;2024-08-05 15:03:32.255208+00:00;2025-12-04 19:58:12.248369+00:00
1180;Registrar reclamação, solicitação, sugestão e elogio;registar-reclamacao-solicitacao-sugestao-e-elogio96;direitos-e-cidadania;REGISTAR RECLAMAÇÃO, SOLICITAÇÃO, SUGESTÃO E ELOGIO;PCMS;Polícia Civil de Mato Grosso do Sul;True;False;True;False;True;Sem custo;;Dias corridos;2024-08-13 16:09:23.691610+00:00;2025-12-04 19:19:02.951088+00:00
1048;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio19;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;True;True;False;True;True;sem custos;;Dias corridos;2024-07-04 13:58:46.022922+00:00;2025-12-04 19:59:48.457971+00:00
1063;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio79;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;FUNTRAB;Fundação de Trabalho de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-05 14:32:27.155473+00:00;2025-12-04 20:06:06.642853+00:00
1113;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio164;comunicacao-e-transparencia;Fazer um pedido de informação;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-07 11:50:15.637956+00:00;2025-12-04 19:54:23.416624+00:00
1362;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio111;comunicacao-e-transparencia;Registrar reclamação, solicitação, sugestão e elogio;SEILOG;Secretaria de Estado de Infraestrutura e Logística de Mato Grosso do Sul;True;True;True;False;True;Sem Custo;;Dias corridos;2025-05-07 19:46:38.535767+00:00;2025-12-04 19:43:42.272020+00:00
1087;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio63;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;AEM;Agência Estadual de Metrologia de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-15 12:49:09.523080+00:00;2025-12-04 19:15:29.428903+00:00
1090;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio7;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-16 13:07:54.871414+00:00;2025-12-04 19:30:48.805074+00:00
1065;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio122;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-05 18:49:49.893227+00:00;2025-12-04 20:08:22.996199+00:00
1182;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio118;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;UEMS;Universidade Estadual de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-14 20:09:07.135265+00:00;2025-12-04 19:12:16.098276+00:00
1191;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio67;comunicacao-e-transparencia;Registrar reclamação, solicitação, sugestão e elogio;ESCOLAGOV;Fundação Escola de Governo;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-15 19:06:11.220042+00:00;2025-12-04 19:16:40.441200+00:00
1077;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio109;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;SAD;Secretaria de Estado de Administração de Mato Grosso do Sul;True;False;True;False;True;Sem custo;;Dias corridos;2024-07-09 12:25:10.745390+00:00;2025-12-04 19:16:10.213402+00:00
1185;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio194;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;FUNDECT;Fundação de Apoio ao Desenvolvimento do Ensino, Ciência e Tecnologia de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-15 14:08:01.065688+00:00;2025-12-04 19:13:54.642277+00:00
782;Registrar reclamação, solicitação, sugestão e elogio;teste-1193;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;True;False;False;False;True;Sem custo;;Dias corridos;2023-06-06 17:30:41.897183+00:00;2026-03-24 14:51:28.805052+00:00
1097;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio73;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;True;True;False;True;True;Sem custo;;Dias corridos;2024-07-31 15:23:51.193965+00:00;2025-12-04 19:36:32.160544+00:00
1056;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio176;comunicacao-e-transparencia;Registrar reclamação, solicitação, sugestão e elogio;AGESUL;Agência Estadual de Gestão de Empreendimentos de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-04 18:34:13.356239+00:00;2025-12-04 19:32:34.794921+00:00
1073;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio9;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;True;True;False;False;True;sem custos;;Dias corridos;2024-07-08 15:41:33.073519+00:00;2025-12-04 19:56:11.619103+00:00
1083;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio47;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;PMMS;Polícia Militar de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-11 14:02:15.472892+00:00;2026-04-17 19:49:47.638634+00:00
1068;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio55;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-07-08 12:43:06.168693+00:00;2026-02-05 19:17:12.535595+00:00
649;Registrar reclamação, solicitação, sugestão e elogio;ouvidoria42;comunicacao-e-transparencia;Registrar Reclamação, Solicitação, Sugestão e Elogio;FUNSAU;Fundação Serviços de Saúde de MS;True;True;True;False;True;Sem custo;;Dias corridos;2023-05-26 18:00:56.128105+00:00;2026-03-24 15:20:32.371126+00:00
1173;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio147;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-11 01:26:03.681302+00:00;2025-12-04 19:17:53.590232+00:00
1112;Registrar reclamação, solicitação, sugestão e elogio;reclamacao-solicitacao-sugestao-e-elogio26;administracao-publica;Reclamação, solicitação, sugestão e elogio;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;True;True;True;False;False;Sem custo.;;Dias corridos;2024-08-06 20:09:04.155102+00:00;2025-12-04 19:15:06.130173+00:00
1102;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio68;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;AGEHAB;Agência de Habitação Popular de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-02 18:41:48.630647+00:00;2025-12-04 19:38:01.015677+00:00
1144;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio54;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-08 19:06:46.089002+00:00;2025-12-04 19:18:18.976777+00:00
1221;Registrar reclamação, solicitação, sugestão e elogio;registrar-reclamacao-solicitacao-sugestao-e-elogio94;comunicacao-e-transparencia;Fazer uma reclamação, solicitação, sugestão e elogio;CBMMS;Corpo de Bombeiros Militar;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-27 15:23:27.826719+00:00;2025-12-04 19:19:28.819139+00:00
1046;Registrar reclamação, solicitação, sugestão e elogio;registar-reclamacao-solicitacao-sugestao-e-elogio77;comunicacao-e-transparencia;;SETESC;Secretaria de Estado de Turismo, Esporte e Cultura;True;False;False;True;True;Sem custo;;Dias corridos;2024-07-02 18:38:30.818148+00:00;2025-12-04 19:41:17.145779+00:00
1212;Registrar Reclamação, Solicitação, Sugestão e Elogio;registar-reclamacao-solicitacao-sugestao-e-elogio98;administracao-publica;;FADEB;Fundação da Apoio e Desenvolvimento à Educação Básica;True;True;False;False;True;Sem custo;;Dias úteis;2024-08-19 13:52:34.313263+00:00;2025-12-04 19:14:13.566746+00:00
1321;Registrar Relatório Semestral Fitossanitário de Área de Citros;declarar-semestralmente-as-condicoes-fitossanitarias-da-area-de-citros-cadastrada16;agropecuaria-e-vida-rural;Relatório semestral da área de citros cadastrada;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Acesso Imediato;2025-01-28 15:16:00.533337+00:00;2025-09-24 18:08:15.705352+00:00
590;Registrar solicitação;registrar-solicitacao85;comunicacao-e-transparencia;Fazer uma solicitação;CGE MS;Controladoria Geral do Estado de Mato Grosso do Sul;False;False;False;False;True;Sem custo;;Dias corridos;2023-05-19 13:02:41.390926+00:00;2025-03-21 14:09:40.897222+00:00
591;Registrar sugestão;registrar-sugestao55;comunicacao-e-transparencia;Fazer uma sugestão;CGE MS;Controladoria Geral do Estado de Mato Grosso do Sul;False;False;False;False;True;Sem custo;;Dias corridos;2023-05-19 13:13:56.462932+00:00;2025-03-21 14:09:40.871453+00:00
1203;Registro de estabelecimento como Comerciante de Mudas Cítricas.;registro-de-estabelecimento-como-comerciante-de-mudas-citricas5;agropecuaria-e-vida-rural;Registro de estabelecimento como Comerciante de Mudas Cítricas.;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;False;False;False;False;False;Sem custo.;;Dias úteis;2024-08-16 19:25:11.132207+00:00;2024-12-10 15:31:55.323441+00:00
62;Registro de revalidação de diplomas de graduação expedidos por instituições estrangeiras;0791-sreddra-registro-de-revalidacao-de-diplomas-de-graduacao-expedidos-por-instituicoes-estrangeiras118;educacao-e-pesquisa;;UEMS;Universidade Estadual de Mato Grosso do Sul;False;False;False;False;True;Sem custo;;Anos;2023-04-28 03:48:34.463116+00:00;2024-09-05 20:47:31.758025+00:00
60;Registro e expedição de diplomas e certificados de graduação, pós-graduação;078-sreddra-registro-e-expedicao-de-diplomas-de-graduacao-pos-graduacao-e-certificados-de-graduacao-e-pos-graduacao46;educacao-e-pesquisa;;UEMS;Universidade Estadual de Mato Grosso do Sul;False;False;False;False;True;Sem custo;;Anos;2023-04-28 03:43:24.597597+00:00;2024-09-05 20:47:33.446884+00:00
598;Registro especial e prévio das empresas optantes pelo Simples Nacional para realizar operações interestaduais com produtos do §3º do art. 1º da Resolução/SEFAZ nº 2.611/2015;registro-especial-e-previo-das-empresas-optantes-pelo-simples-nacional-que-pretendam-realizar-operacoes-interestaduais-com-produtos-elencados-no-3o-do-art-1o-da-resolucaosefaz-no-2611-de-1202201548;financas-e-impostos;;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;True;False;False;False;True;Uma Uferms;;Meses;2023-05-19 15:17:27.083385+00:00;2025-12-05 13:52:39.087511+00:00
61;Registros de diplomas de cursos de graduação expedidos por instituições de educação superior não-univertárias;079-sreddra-registro-de-diplomas-de-cursos-de-graduacao-expedidos-por-instituicoes-de-educacao-superior-nao-universitarias186;educacao-e-pesquisa;;UEMS;Universidade Estadual de Mato Grosso do Sul;False;False;False;False;True;Sem custo;;Anos;2023-04-28 03:45:37.089285+00:00;2024-09-05 20:47:33.132767+00:00
1421;Regularizar cadastro de animais aquáticos (anistia);regularizar-cadastro-de-animais-aquaticos-anistia165;agropecuaria-e-vida-rural;Regularizar cadastro de animais aquáticos (anistia);IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;True;False;False;False;False;sem custo;;Dias úteis;2025-07-25 17:40:37.514947+00:00;2026-04-29 18:26:27.567257+00:00
1425;Regularizar estoque de agrotóxicos;regularizar-estoque-de-agrotoxicos163;agropecuaria-e-vida-rural;Regularizar estoque de agrotóxicos;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;True;False;False;False;False;0;;Dias corridos;2025-08-06 19:26:32.580845+00:00;2026-04-29 18:26:27.796998+00:00
1332;Regularizar rebanho de caprino e ovino (anistia);regularizar-rebanho-de-caprino-e-ovino-anistia46;agropecuaria-e-vida-rural;Anistia de saldo de caprino e ovino;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;True;False;False;False;False;sem custo;;Dias úteis;2025-02-10 17:59:41.130360+00:00;2025-02-11 12:58:16.381574+00:00
78;Reingresso;97-secretaria-academica-da-graduacao-reingresso134;educacao-e-pesquisa;;UEMS;Universidade Estadual de Mato Grosso do Sul;False;False;False;False;False;0;;Meses;2023-04-28 04:32:38.855586+00:00;2024-09-05 20:47:11.454263+00:00
67;Reingresso;84-seacad-ead-reingresso35;educacao-e-pesquisa;;UEMS;Universidade Estadual de Mato Grosso do Sul;False;False;False;False;False;0;;Meses;2023-04-28 04:04:54.010445+00:00;2024-09-05 20:47:35.129101+00:00
1243;Reingresso especial;reingresso-especial83;educacao-e-pesquisa;Solicitar retorno ao curso de graduação da UEMS após não tê-lo concluído no prazo regular previsto no Projeto Pedagógico, ter sido excluído por reprovação ou desligado por não renovação de vínculo por dois períodos letivos consecutivos;UEMS;Universidade Estadual de Mato Grosso do Sul;True;False;False;True;True;Sem custo;;Conforme Tabela em Outras Informações;2024-09-02 12:23:22.082994+00:00;2025-09-02 18:47:24.467880+00:00
494;RELAÇÕES INTERNACIONAIS;relacoes-internacionais87;administracao-publica;;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;False;False;False;False;False;gratuito;;Dias úteis;2023-05-12 21:36:19.712839+00:00;2024-09-05 20:47:24.614812+00:00
680;Renovação de CNH vencida há mais de 5 anos;renovacao-de-cnh-vencida-ha-mais-de-5-anos84;transito-e-transportes;Renovar Habilitação Vencida;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;False;False;False;False;True;2 UFERMS;;Dias úteis;2023-05-30 19:28:51.822567+00:00;2024-09-05 20:47:32.669557+00:00
68;Renovar a matrícula;85-seacad-ead-renovacao-de-matricula138;educacao-e-pesquisa;;UEMS;Universidade Estadual de Mato Grosso do Sul;False;False;False;False;False;0;;Meses;2023-04-28 04:06:17.212931+00:00;2024-09-05 20:47:35.641215+00:00
681;Renovar carteira nacional de habilitação (CNH) vencida há mais de 5 anos;renovacao-de-cnh-vencida-ha-mais-de-5-anos106;transito-e-transportes;Renovar habilitação vencida;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;False;False;False;True;True;Quantidade de Uferms: 4,54;;Dias úteis;2023-05-30 19:31:18.946156+00:00;2026-02-27 18:35:14.423398+00:00
1341;Renovar credenciamento de responsável técnico para emissão de GTS;renovar-credenciamento-de-responsavel-tecnico-para-emissao-de-gts165;agropecuaria-e-vida-rural;Renovar credenciamento de responsável técnico para emissão de GTS;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;True;False;False;False;False;Sem custo;;Dias úteis;2025-03-13 15:04:24.594892+00:00;2026-04-29 18:26:25.945839+00:00
1386;Renovar o empréstimo de livro;renovar-o-emprestimo-de-livro166;educacao-e-pesquisa;Solicitar renovação de empréstimo de livro;UEMS;Universidade Estadual de Mato Grosso do Sul;True;False;False;True;True;Sem custo;;Acesso Imediato;2025-05-21 14:32:43.167772+00:00;2025-09-02 02:48:16.166585+00:00
838;Renovar registro de empresa comerciante de agrotóxico e prestador de serviço;registrar-empresas-comerciantes-de-agrotoxicos-e-prestadores-de-servicos63;agropecuaria-e-vida-rural;Renovar o registro de revenda de agrotóxicos;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;True;False;False;False;True;UFERMS 30;;Dias corridos;2023-07-10 23:22:29.720669+00:00;2026-01-20 14:32:11.162990+00:00
1404;Renovar registro de núcleo avícola;renovar-o-registro-de-nucleos-avicolas67;agropecuaria-e-vida-rural;Renovar registro de núcleo avícola;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;True;False;False;False;False;Sem custo;;Dias úteis;2025-07-08 18:33:42.298702+00:00;2026-04-29 18:26:26.145124+00:00
745;Requerer a aposentadoria, reserva ou reforma;requerer-aposentadoria-reserva-ou-reforma92;trabalho-emprego-e-previdencia;Aposentadoria, reserva e reforma;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;True;False;False;True;False;Sem custo;;Dias corridos;2023-06-02 18:03:30.505795+00:00;2025-10-22 13:03:44.076011+00:00
749;Requerer a certidão de tempo de contribuição e/ou declaração de tempo de contribuição;requerer-certidao-de-tempo-de-contribuicao-eou-declaracao-de-tempo-de-contribuicao98;trabalho-emprego-e-previdencia;CTC e/ou DTC;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;True;False;False;True;False;Sem custo;;Dias corridos;2023-06-02 18:46:19.348850+00:00;2025-11-19 13:32:47.508189+00:00
750;Requerer a inclusão e/ou exclusão de dependentes de pensão previdenciária;solicitar-inclusao-eou-exclusao-de-dependentes-de-pensao-previdenciaria77;trabalho-emprego-e-previdencia;Inclusão e/ou exclusão de dependentes;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;True;False;False;True;False;Sem custo;;Dias corridos;2023-06-02 18:59:45.133607+00:00;2025-10-24 23:17:59.274554+00:00
747;Requerer a isenção de imposto de renda;requer-isencao-de-imposto-de-renda156;trabalho-emprego-e-previdencia;Isenção de IR;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;True;False;False;True;False;Sem custo;;Dias corridos;2023-06-02 18:25:03.291184+00:00;2025-10-22 15:55:43.973695+00:00
1452;Requerer a Manutenção da Unidade de Produção de Cultura Perene;requerer-a-manutencao-da-unidade-de-producao-de-cultura-perene131;agropecuaria-e-vida-rural;Manutenção da Unidade de Produção de Cultura Perene;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;True;False;False;False;False;Sem custo.;;Dias corridos;2025-10-30 13:54:10.837580+00:00;2026-02-13 18:01:34.051604+00:00
748;Requerer a pensão previdenciária;requerer-pensao-previdenciaria116;trabalho-emprego-e-previdencia;Pensão previdenciária;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;True;False;False;True;False;Sem custo;;Dias corridos;2023-06-02 18:43:27.417556+00:00;2025-10-22 13:03:45.264266+00:00
1476;Requerer a redução da contribuição previdenciária;requerer-a-reducao-da-contribuicao-previdenciaria195;trabalho-emprego-e-previdencia;desconto previdenciário;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;True;False;False;True;False;Sem custo;;Dias úteis;2025-12-09 18:40:16.269097+00:00;2025-12-10 17:33:57.279386+00:00
1474;Requerer a reversão de cota de pensão;requerer-a-reversao-de-cota-de-pensao8;trabalho-emprego-e-previdencia;Redistribuição de cota de pensão;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;True;False;False;True;False;Sem custo;;Dias úteis;2025-12-08 20:13:14.262811+00:00;2025-12-10 17:32:11.674266+00:00
775;Requerer a revisão de proventos - alteração de aposentadoria;solicitacao-de-revisao-de-proventos-alteracao-de-aposentadoria175;trabalho-emprego-e-previdencia;Alteração de aposentadoria;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;True;False;False;True;False;Sem custo;;Dias corridos;2023-06-05 20:07:25.771745+00:00;2025-11-19 12:40:24.707910+00:00
754;Requerer a revisão de proventos de pensão previdenciária;revisao-de-pensao-previdenciaria120;trabalho-emprego-e-previdencia;Revisão de pensão previdenciária;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;True;False;False;True;False;Sem custo;;Dias corridos;2023-06-02 19:16:10.092056+00:00;2025-11-19 12:39:37.697111+00:00
1475;Requerer a revisão de reforma;requerer-a-revisao-de-reforma35;trabalho-emprego-e-previdencia;revisão de reforma;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;True;False;False;True;False;Sem custo;;Dias úteis;2025-12-09 17:50:52.593888+00:00;2025-12-10 17:33:08.583960+00:00
363;Requerer autorização de empresas permissionárias para fins de reparo e manutenção de instrumentos de medição regulamentados;autorizacao-de-empresas-permissionarias-para-fins-de-reparo-e-manutencao-de-instrumentos-de-medicao-regulamentados31;administracao-publica;Permissionárias;AEM;Agência Estadual de Metrologia de Mato Grosso do Sul;True;False;False;False;False;Variável: Consultar tabela;;Dias úteis;2023-05-11 13:49:47.207241+00:00;2026-05-12 14:50:15.349406+00:00
